Length,Ratings,Review,Relevant
lenthree,ratingfive,"fun fun fun!
",non-info
leneight,ratingfive,"my kids love it and it's relaxing.
",non-info
lenfive,ratingfive,"better than a real tank;)
",non-info
lentwo,ratingfour,"great game
",non-info
lenfive,ratingfive,"i give this game 5 star
",non-info
lenthree,ratingtwo,"love this game
",non-info
lenfive,ratingfive,"i love it very addicting
",non-info
lenfive,ratingfive,"love this game very addicting!
",non-info
lenthree,ratingfour,"this game rocks
",non-info
leneleven,ratingfive,"really fun game to make unique fish and interact with others
",non-info
lentwo,ratingfour,"tap fish
",non-info
lentwo,ratingfive,"sooo fun
",non-info
lenseven,ratingfour,"so far this game has been fun.
",non-info
lentwo,ratingfive,"awsome game !
",non-info
lenfour,ratingfive,"i love this game!
",non-info
lenseventeen,ratingfive,"i did the bee theme as my first one and was unaware that i would lose them.
",non-info
lenfive,ratingfive,"other fish games have them.
",non-info
lentwo,ratingfive,"awesome fun
",non-info
lenfive,ratingfive,"play n be my hommy
",non-info
lennineteen,ratingtwo,"i'm giving them smother three months to get it together, and if not right, i'm.done forever.
",non-info
lenfour,ratingfive,"my daughter loves it
",non-info
lentwo,ratingfour,"fishtastic fun
",non-info
lenten,ratingfive,"awesome game love my fishies works great on droid razr
",non-info
lenthirteen,ratingfive,"i just had to say this game is so realistic and very cool
",non-info
lenfour,ratingfive,"i love this game
",non-info
lentwo,ratingfive,"awesome app
",non-info
lenfive,ratingfive,"easy and fun to play.
",non-info
lenfour,ratingfive,"i love this game.
",non-info
lenfour,ratingfive,"this game is awesome!
",non-info
lenthree,ratingfive,"love da fishies
",non-info
lenfive,ratingfive,"love the colors and graphics.
",non-info
lenfour,ratingfive,"i contacted customer service.
",non-info
lennine,ratingfive,"they resolved the problem & credited my account 26 fish bucks!
",non-info
lenseven,ratingfive,"they are awesome & really care about customers!  :-)
",non-info
lentwo,ratingfive,"great game
",non-info
lentwo,ratingfive,"tap fish
",non-info
lenthree,ratingfive,"fun little game
",non-info
lenfour,ratingfive,"nice n relaxing game.
",non-info
lenfour,ratingfive,"really addicting and enjoyable.
",non-info
lentwelve,ratingfive,"its a good game i just dont wanna waste money on it.
",non-info
lennine,ratingfive,"thats why i got it in the free section.
",non-info
lentwo,ratingfive,"great game
",non-info
lenten,ratingfour,"its great i spent most of my time on it
",non-info
lentwentyfive,ratingfour,"this game is grate if you don't want to compleat it within a week if you than this is not the game for you.
",non-info
lenseven,ratingone,"look at this they deleted my comment.
",non-info
lenten,ratingone,"and the people who made this wont answer their phone.
",non-info
lenseven,ratingone,"these ppl only care abouy their self
",non-info
lenthree,ratingfive,"love this game!
",non-info
lentwo,ratingfive,"fun game
",non-info
lenfour,ratingfour,"love the special challenges.
",non-info
lentwo,ratingfour,"great game!
",non-info
leneight,ratingthree,"it's a fun game for the kids
",non-info
lentwo,ratingfive,"sooo fun
",non-info
lensix,ratingfive,"awesome awesome game is very adicting
",non-info
leneight,ratingfive,"love out, helps me pass time very peacefully
",non-info
lentwo,ratingfive,"tap fish
",non-info
lentwo,ratingfive,"great game
",non-info
lentwo,ratingfive,"tap fish
",non-info
lennine,ratingfive,"i haven't found anything wrong with it yet.
",non-info
lentwelve,ratingfive,"love it can't wait to try and breed a pig fish
",non-info
lenfive,ratingfour,"my daughter loves this game.
",non-info
lensixteen,ratingfour,"the ads aren't annoying and there is a lot you can do without spending money.
",non-info
lenseven,ratingfive,"spent hours having fun with tap fish.
",non-info
lenseven,ratingfive,"great game to past the time with
",non-info
lenfive,ratingfive,"love this game very addicting!
",non-info
lenfive,ratingfive,"i love it, am addicted
",non-info
lenthree,ratingfive,"love this app!
",non-info
lenfour,ratingfour,"good fun and addictive
",non-info
lenfour,ratingfive,"then relax watching them.
",non-info
lenthree,ratingfive,"my tap fish
",non-info
lensix,ratingfive,"i miss my pet turtle speed :-(
",non-info
lenfour,ratingfive,"its a great app!
",non-info
lenten,ratingthree,"for things i feel are much to high and unreasonable.
",non-info
lenfifteen,ratingfive,"i love to grow fish but do to my busy not able to maintain that.
",non-info
lennine,ratingfive,"it helps me to get out of that sadness.
",non-info
lensix,ratingfive,"it's a great & relaxing game
",non-info
lenthirteen,ratingfive,"i'm not allowed to own fish so this is the perfect substitute.
",non-info
lenfive,ratingfive,"it teaches you responsibility too.
",non-info
lennine,ratingfive,"like you have to fees them clean them etc.
",non-info
lenfour,ratingfive,"great i love it
",non-info
lenthree,ratingfive,"great fun app
",non-info
lenthirteen,ratingfour,"this game is a great game, it is lots of fun and enjoyable!
",non-info
lennine,ratingfour,"if you like fish games this is your game.
",non-info
lenthree,ratingfive,"luv this game!
",non-info
lenfour,ratingfive,"i love this game
",non-info
lensix,ratingfive,"i have never stop playing it
",non-info
lentwo,ratingfive,"pure awsome
",non-info
lentwo,ratingfive,"fun game
",non-info
lentwentyone,ratingfive,"this a great game if u love fishes, i love fishes n i feel like i have my own aquarium :p .
",non-info
lenfour,ratingfive,"i love this game.
",non-info
lentwo,ratingfour,"awesome game!
",non-info
lenfour,ratingfive,"i love this game.
",non-info
lennine,ratingfive,"its a great game and really easy to use.
",non-info
lenten,ratingfive,"i enjoy breeding fish and making my tanks look good.
",non-info
lentwentytwo,ratingfive,"i used to play this way back when and i like that there are events to do now and requests to do.
",non-info
lenseven,ratingfive,"love this game very adictive and fun
",non-info
lenfour,ratingfour,"i love this game!
",non-info
lenthirteen,ratingfour,"aside from that, this game is so interesting and fun with beautiful graphics.
",non-info
lentwo,ratingfour,"cool game
",non-info
lensix,ratingfour,"its fun and interesting to play.
",non-info
lentwentytwo,ratingfive,"its a fun game that make u care about your fish and never letting them die if you dont clean the tank.
",non-info
lentwo,ratingfive,"tap fish
",non-info
lenfour,ratingfive,"best game ever played
",non-info
lenseven,ratingfive,"enjoy looking at all the different fish.
",non-info
leneight,ratingfive,"it is neat just like a real aquarium.
",non-info
lentwo,ratingfive,"kinda addicting!
",non-info
lenfourteen,ratingfive,"its great to sell and buy neat looking fish and learn all there names.
",non-info
lenfour,ratingfive,"tap fish great game
",non-info
lenfive,ratingfive,"nice game too chill with,
",non-info
lensix,ratingfive,"i really enjoy my new pets!
",non-info
lenfive,ratingfive,"i really like this game.
",non-info
lentwenty,ratingfive,"my friend introduced me to tap fish almost a week ago, and i fell in love with it right away.
",non-info
lenthirteen,ratingfive,"i like the fact that you van use our aquarium as live wallpaper.
",non-info
lentwelve,ratingfive,"if you like fish and fun than this game is for you.
",non-info
lentwelve,ratingfive,"the only thing is that the game looks better on bigger phones.
",non-info
lensix,ratingfive,"other tjan that really great game!
",non-info
lenfour,ratingfive,"simple fun and addicting
",non-info
leneleven,ratingfive,"the fish make me horny and excited love it so beast
",non-info
lenthree,ratingfour,"stoner game lol
",non-info
lenseven,ratingfive,"its a cool app to pass time.
",non-info
lenfive,ratingfive,"i like this game (: yayyy!
",non-info
lennine,ratingfive,"wonderful game i always play it all the time
",non-info
lenten,ratingone,"i used to love this game but not any more.
",non-info
lennineteen,ratingfour,"it's great when i've just got a few minutes spare every 3/4 hours, to look after my fish.
",non-info
lenfour,ratingfour,"an easy & creative game.
",non-info
lenfive,ratingfive,"i really enjoy tap fish.
",non-info
lenthree,ratingfive,"love this game
",non-info
lenthree,ratingfive,"lots of fun
",non-info
lenfive,ratingfive,"the best fun with kids.
",non-info
lenfifteen,ratingfive,"i've always wanted an aquarium, but never really had the funds (or skills) to.
",non-info
lenthree,ratingfive,"love this game
",non-info
leneleven,ratingfive,"entertaining game that's lots of fun but oh so addictive!
",non-info
lensixteen,ratingfive,"and you can get caught up in spending way to many hours before you know it! :)
",non-info
lentwentyfive,ratingfive,"but i love that you can't ever get bored with it because they are always adding events and little challenges to keep it fun!
",non-info
lentwo,ratingfour,"great game!
",non-info
lensix,ratingfour,"excellent graphics and fun to play.
",non-info
lennine,ratingfour,"waiting for fish to grow with challenges and tasks.
",non-info
lenten,ratingone,"tryed reinstalling and took everything away hate this app unninstalled
",non-info
lentwo,ratingfive,"great fun
",non-info
lenthree,ratingfive,"add me stolenvoices
",non-info
leneleven,ratingthree,"then i realized how money driven some of the stuffs are.
",non-info
lenfifteen,ratingthree,"also graphic can be much to desire compared to other fish game i have played.
",non-info
lentwentysix,ratingthree,"still, i give it a 3 stars because there are other things that you can do if you don't mind waiting months/years to get somewhere.
",non-info
lensix,ratingtwo,"total mock off of fish live.
",non-info
lennine,ratingthree,"great, but i wish they would fix this version.
",non-info
lenten,ratingfive,"excellent game for both kids and adults, hours of fun :)
",non-info
lentwo,ratingfive,"relaxing fun
",non-info
lensix,ratingfive,"i enjoy playing this game daily
",non-info
lenthree,ratingfive,"love this game
",non-info
lensix,ratingfive,"highly addictive but quite relaxing to!
",non-info
lenfive,ratingfive,"a very good fun game.
",non-info
lentwo,ratingfive,"great game
",non-info
lenfive,ratingfive,"awesome game for fish lovers
",non-info
lensix,ratingfive,"its a good game for kids
",non-info
lentwo,ratingfour,"fun game
",non-info
leneleven,ratingfive,"my four year old daughter and i  really love this game.
",non-info
lenfour,ratingfive,"awesome game, very addicting!
",non-info
lenten,ratingone,"i begged for help many, many times & waited for days.
",non-info
lenfour,ratingthree,"my kids enjoy it.
",non-info
lenthree,ratingfive,"enjoy the game
",non-info
lensixteen,ratingfour,"this is an awesome game, although it takes real commitment to actually achieve anything worth while
",non-info
leneight,ratingfive,"i love the game makes my man jealous.
",non-info
lenseven,ratingfive,"specially since we have quest to complete
",non-info
lenfour,ratingfive,"love it great game
",non-info
lenseven,ratingfive,"cool game i love my fish lol
",non-info
lenfour,ratingfive,"best game ever played
",non-info
lenfour,ratingfive,"super fun and easy
",non-info
lenthirtyone,ratingfour,"i have been enjoying the fun of having a fish tank without the expense or time of setting up a real one (which i will do again someday when i can).
",non-info
lenten,ratingfour,"i like the interesting breeding combos and the fun quests.
",non-info
lenfive,ratingfour,"customer service is also excellent.
",non-info
lenfour,ratingfive,"i love this game!
",non-info
lensix,ratingfour,"tapfish rosks especially the candle fish
",non-info
lenfour,ratingfive,"tap fish i like
",non-info
lenfifteen,ratingfive,"i wonder if i have a thank which is containt my invited facebook friend fishes
",non-info
lenthree,ratingfive,"love this game!
",non-info
leneight,ratingfive,"this game is so very fun to play
",non-info
lentwo,ratingfive,"lovely game
",non-info
leneleven,ratingfive,"random words forming random sentences so i can be left alone.
",non-info
leneleven,ratingfive,"its a fun way to play just for a little bit.
",non-info
lennine,ratingfive,"then you must wait for your fish to mature.
",non-info
lennine,ratingfive,"then sell them and play for another 5 or 10 minutes.
",non-info
lenfive,ratingfive,"its a bored moment killer.
",non-info
lentwo,ratingfive,"great game
",non-info
lenthree,ratingfive,"love this game !
",non-info
lenfourteen,ratingfive,"my daughter is 16 months nd she loves watching  the fish and trying to play
",non-info
lenfour,ratingfive,"i love this game.
",non-info
lenthree,ratingfive,"very fun game
",non-info
lenthree,ratingfive,"great addicting game
",non-info
lenthirteen,ratingfive,"i'm not allowed to own fish so this is the perfect substitute.
",non-info
lenfive,ratingfive,"it teaches you responsibility too.
",non-info
lennine,ratingfive,"like you have to fees them clean them etc.
",non-info
lenseven,ratingfive,"but there is one flaw i hate.
",non-info
lenfive,ratingfive,"great app for my kids!
",non-info
lenfive,ratingfive,"this game is really fun!
",non-info
lentwentyfour,ratingfive,"im not one to sit around and play games on my phone, the few i have  down loaded hasnt held my interest for long.
",non-info
lenthree,ratingfive,"tap fish has.
",non-info
lentwentyone,ratingfive,"i love the events they have and like going to other neighbors tanks and seeing what kind of fish they have.
",non-info
lentwelve,ratingfive,"i havent had any problems with the game loading or not responding.
",non-info
lenfour,ratingfive,"i love tap fish!
",non-info
lenseven,ratingfive,"i luv taking care of the fish.
",non-info
lenten,ratingfive,"great app i have fun with it when im bored.
",non-info
lenfour,ratingfive,"gotta love the fishes
",non-info
lentwo,ratingfive,"addictive fun :-)
",non-info
lenfour,ratingfive,"yeah yeah 2 free fishbucks!
",non-info
lenthree,ratingfive,"fun to play
",non-info
lentwo,ratingfive,"awesome game
",non-info
lenfourteen,ratingfive,"i think it's exciting to see the fish grow and decorate the tanks.
",non-info
lentwelve,ratingfive,"i'm still new to the game but i'm slowly learning.
",non-info
lenseventeen,ratingfour,"you need to me able to do more stuff between being able to do the stuff already.
",non-info
leneleven,ratingfive,"hi, even though i havent downloaded it, it caught my eye !!
",non-info
lenten,ratingfive,"i will come back to yiu once i played it !!
",non-info
lennine,ratingfive,"keep an eye out for more of my coments !!!
",non-info
leneight,ratingfive,"great game, but you can't pause it.
",non-info
lenthree,ratingfive,"fun fun fun
",non-info
lenfour,ratingfive,"i love this game
",non-info
lenfour,ratingfive,"love it great game
",non-info
lentwo,ratingfive,"sooo fun
",non-info
lenfour,ratingfive,"i love this game.
",non-info
leneight,ratingfive,"i've been playing for over 2 years now.
",non-info
lenthree,ratingfive,"lots of fun!!!
",non-info
lenfour,ratingfour,"my kiddos love it.
",non-info
lenfour,ratingfive,"this game is grate
",non-info
leneight,ratingfive,"reliable and beautiful graphic , everyone can play it
",non-info
lenfour,ratingfive,"i like this app
",non-info
lenfour,ratingfive,"addicted to this game.
",non-info
lenten,ratingfour,"my daughter plays this game like she has real fish...
",non-info
lenthirteen,ratingfive,"allows you see fifteenth kinds of fish you never seen in your life.
",non-info
lentwentyfour,ratingfive,"is an awsome game, i love it, i love how there salt water mixed with fresh lol, and you can breed all the fish.
",non-info
lenthirteen,ratingfive,"the game is great i would recommend it for children,teenagers,and adult.
",non-info
lentwelve,ratingfive,"its fun to play but its addicting but its alot of fun.
",non-info
lenfour,ratingfour,"so not top stars.
",non-info
lenten,ratingfour,"they kept trying until they finally fixed what was wrong.
",non-info
lenfifteen,ratingfour,"they spent the time to work with me until they figured out what was wrong.
",non-info
lenseven,ratingfour,"so i'm changin my rating to 5.
",non-info
lentwo,ratingfive,"great game.
",non-info
lenfive,ratingfive,"but wat do u expect.
",non-info
lenfour,ratingfive,"gotta make money somehow.
",non-info
lenseven,ratingfive,"nothings free in this world, but aids!
",non-info
lenfour,ratingfive,"i love this game!!!
",non-info
lenfour,ratingfive,"this game is great
",non-info
lennine,ratingfive,"fun app and i recommend it to any age!!!!
",non-info
lenthree,ratingfive,"this game rocks
",non-info
lenfour,ratingfive,"i love this app!
",non-info
lenfive,ratingfive,"i play nearly every day.
",non-info
lenfour,ratingfive,"really addicting and enjoyable.
",non-info
lenthree,ratingfive,"love this app
",non-info
lentwo,ratingfive,"great game
",non-info
lenfour,ratingfive,"madly addicting love it
",non-info
lentwo,ratingfive,"great game
",non-info
lenthree,ratingfour,"love the game.
",non-info
lenfour,ratingfive,"i love this game
",non-info
lenfive,ratingfive,"great game fun to play
",non-info
lentwo,ratingfour,"cool game
",non-info
lenthree,ratingfive,"love the game
",non-info
lentwo,ratingfive,"lovely game
",non-info
lenfour,ratingfive,"this game is cool
",non-info
lenfour,ratingfive,"great game love it!
",non-info
lenfour,ratingfive,"i love this game!!!
",non-info
lennine,ratingfive,"the fish are great and the deco is beautiful.
",non-info
lenfifteen,ratingfive,"i read online that u can send messages and gifts to neighbors but i cannot?
",non-info
lenthree,ratingfive,"love this game!
",non-info
lennine,ratingfive,"the closest thing to a real aquarium i have!?
",non-info
lenfour,ratingfive,"i love this game!!!!
",non-info
lensix,ratingfour,"it is fun to just watch
",non-info
lenthree,ratingfive,"love love love!!!
",non-info
lentwo,ratingfive,"tap fish
",non-info
lenfour,ratingfive,"great game totaly addictive
",non-info
lensix,ratingfive,"i love it guys you rock
",non-info
lenthree,ratingfive,"love love love
",non-info
lenthree,ratingfive,"love this app!
",non-info
lenthree,ratingfive,"love this game!
",non-info
lenseventeen,ratingfive,"it lets me be so creative and pick fish as my pet that i have always wanted
",non-info
lensixteen,ratingfour,"i love my fishes now only if i can get real fishes without anyone killing them  :-( ....
",non-info
lentwo,ratingfive,"tap fish
",non-info
lenthree,ratingfour,"help pass time
",non-info
lenfifteen,ratingfour,"its great ive had it for months slightly addictive but now my partner addicted to :-)
",non-info
lennine,ratingfive,"love seeing what combinations i can come up with.
",non-info
lenfour,ratingfive,"so fun to play!
",non-info
lentwelve,ratingfive,"i spend more time on this than any other game so far...
",non-info
lentwo,ratingfour,"nice game
",non-info
lenthirteen,ratingthree,"if you don't feed them for a day all the fish die.
",non-info
lennineteen,ratingfour,"like the game we'll  see if it stands the test of time and my a.d.d. tendencies.
",non-info
lenfourteen,ratingtwo,"it's taken me 3 weeks to get 4 tanks,  and that took all my coins.
",non-info
lentwo,ratingfive,"excellent game
",non-info
leneight,ratingfive,"my daughter and i love playing this game.
",non-info
leneight,ratingfive,"we love getting on and feeding our fish
",non-info
lenthirteen,ratingfive,"this game is awesome its like having aquariam right in your hands live'!
",non-info
lentwo,ratingfive,"great fun
",non-info
leneleven,ratingfive,"it is a really fun game and super fun very addictive.
",non-info
lentwo,ratingfour,"excellent application
",non-info
lenseven,ratingthree,"i played this game a year ago.
",non-info
lensix,ratingfive,"awesome game, great for kids too!
",non-info
lenfive,ratingfive,"spectacular customer service if needed...
",non-info
lenfour,ratingfive,"i love this game.
",non-info
lenten,ratingfive,"i have not had it long but i am enjoying.
",non-info
lensixteen,ratingfive,"when i wake up in the middle of the might i take care of my tanks.
",non-info
lentwentythree,ratingfive,"when i need my son to be relaxes and stay quite i give him the phone and he takes care of my fish.
",non-info
lenfour,ratingfive,"we love this game.
",non-info
lenthree,ratingfive,"love this game.
",non-info
lenfour,ratingfive,"i love this game..
",non-info
lensixteen,ratingfive,"i love this game..so much so that i have it on my phone and tablet!
",non-info
lensix,ratingfive,"great game way to the time
",non-info
lenthree,ratingfive,"love this game
",non-info
lenthirtytwo,ratingfive,"btw, a quick way to make tons of coins is to.get tank happinesses to 90% or more, fill it with 1 hour bigmouth basses and sell them one by one when full grown.
",non-info
lentwentyone,ratingfive,"i have always wanted to have a collection of fish, now i can without the hassle of really cleaning the tanks. :)
",non-info
lentwo,ratingfive,"great game
",non-info
lenfive,ratingfive,"love love love this game..
",non-info
lenfive,ratingfive,"love this game very addictive
",non-info
lentwo,ratingfive,"cool game
",non-info
lenfour,ratingfive,"i love this game
",non-info
lentwo,ratingfive,"awsome gane
",non-info
leneight,ratingfive,"love it and i am on it everyday.
",non-info
lenfour,ratingfive,"five out of five
",non-info
lenthree,ratingfive,"love the game
",non-info
lenfour,ratingfive,"i like this game..
",non-info
lentwo,ratingfive,"great game
",non-info
lensix,ratingfive,"i recommend you getting this game!
",non-info
lenfour,ratingfive,"i like tap fish...
",non-info
lenten,ratingfive,"its fun and safe for my little sister to play...
",non-info
lenfour,ratingfive,"nice n relaxing game.
",non-info
lentwentytwo,ratingfive,"its a fun game that make u care about your fish and never letting them die if you dont clean the tank..
",non-info
lenfour,ratingfive,"i love this game
",non-info
lensix,ratingthree,"fun if u ennjoy fish tanks
",non-info
lentwentysix,ratingfour,"i love this game it has been deleted off my phone like three or four times but i keep getting it back i just love it...
",non-info
lennine,ratingthree,"it is enjoyable but it is just a game
",non-info
lenfive,ratingfive,"awesome g sarap mg alaga
",non-info
lenfour,ratingfive,"i love this game!!
",non-info
lenseven,ratingfive,"its a great time killer when waiting...
",non-info
leneight,ratingfive,"this is a fun game to kill time.
",non-info
leneight,ratingfive,"my daughter & i play this game a lot.
",non-info
leneleven,ratingone,"go to fish live if you want a good fish game
",non-info
lenseven,ratingfive,"its a super hit game must try
",non-info
lensix,ratingfive,"the games pretty cool i guess
",non-info
lenfour,ratingfive,"i love this game!!!
",non-info
leneleven,ratingfive,"but this game i don't want to sell my fish:(
",non-info
lenfive,ratingfive,"the app runs so smoothly....
",non-info
lensix,ratingfive,"what happened to tap fish plus?
",non-info
lenfour,ratingfour,"i love this game.
",non-info
lenthirteen,ratingfour,"i play it with my little sisters and it helps teach them responsibility.
",non-info
lensix,ratingfive,"am only 13 and love this game.
",non-info
lensixteen,ratingfive,"if anyone wants to add my as a friend for ps3 or tap fish it is palierbeast:-)
",non-info
lentwentyone,ratingfive,"it is a great way for kids to learn how to take care of fish t was a really great game
",non-info
lenfour,ratingfive,"so fun and addicting!
",non-info
lenfour,ratingfive,"can't stop playing!!!
",non-info
leneleven,ratingfive,"enjoyable but you have to wait to play it a lot.
",non-info
lenfour,ratingfive,"this game is addicting
",non-info
lenthree,ratingfour,"love this game
",non-info
lenten,ratingfive,"i love this app this is the best app ever
",non-info
lentwo,ratingfive,"greate game
",non-info
lenseven,ratingfour,"very good game keeps the kids quite
",non-info
lentwo,ratingfive,"awesome game!!
",non-info
lenseven,ratingfive,"other than that its a kool game.
",non-info
lentwo,ratingfour,"great game
",non-info
leneleven,ratingone,"and fish headquarters don't care and won't help you.
",non-info
lenseven,ratingfive,"it is the game i download first
",non-info
lensix,ratingfive,"ok to pass ur tym with
",non-info
lenfive,ratingfive,"tap fish is so fun.
",non-info
lensixteen,ratingfive,"i can get on my phone and something new is there waiting for me every day.
",non-info
lenten,ratingfive,"it works very quick on my phone (samsung galaxy lll).
",non-info
lensix,ratingfive,"i enjoy playing this game daily
",non-info
lenseven,ratingfive,"love it named fish after 1d ha ha :) (:
",non-info
lenfour,ratingfive,"i luv my fish....
",non-info
lentwo,ratingfive,"great game.
",non-info
lenfour,ratingfive,"good game great fish
",non-info
lentwo,ratingfive,"great app.
",non-info
lentwentythree,ratingfour,"i like that you can play without paying for the in-game currency and they give you plenty of opportunities to earn those.
",non-info
lenfive,ratingfive,"daughter and i love it...
",non-info
lentwo,ratingfive,"awesme game
",non-info
lenfive,ratingfour,"well made, entertaining, and colorful.
",non-info
lenthree,ratingfive,"when passing time
",non-info
lenseven,ratingfive,"i can't stop playing this game
",non-info
lenfive,ratingfive,"this game is ridiculously addictive!
",non-info
lenseven,ratingfive,"fix ur game or i give up!
",non-info
lenthree,ratingfive,"addictingly time consuming
",non-info
lenfour,ratingfive,"game its kinda addicting...
",non-info
leneleven,ratingfive,"find myself trying to make hybrid fish and earning new levels
",non-info
lenfour,ratingfive,"amazing game eva x:-)
",non-info
lenfive,ratingfive,"this game is very entertain :)  ;-)
",non-info
lentwelve,ratingfive,"good basic game for a digital substitute to a real fish tank.
",non-info
lenthirteen,ratingfive,"it makes me late for work and forget to feed my real pets
",non-info
lenseven,ratingfive,"it's relaxing and fun to play.
",non-info
lentwo,ratingfive,"great game!
",non-info
lenten,ratingfive,"some of us dont have money to blow on that.
",non-info
leneighteen,ratingfive,"love all of tue different fish and the way you can pick and choose how the tank looks.
",non-info
lentwo,ratingfive,"great game.
",non-info
leneight,ratingfive,"i changed from an i phone to galaxy.
",non-info
lentwenty,ratingfive,"is there any way of getting my tap fish from the okd phone or do i have to start over?
",non-info
lentwelve,ratingthree,"is it because of the amount of tanks and fish i have??
",non-info
leneight,ratingfive,"love this game & so does my 5 yr old!!!!
",non-info
lenthree,ratingfive,"love this game!!
",non-info
lenthree,ratingfive,"love the graphics
",non-info
lenfifteen,ratingfive,"this is a grate game and i will play it every day from now on
",non-info
lentwo,ratingfive,"game rocks
",non-info
lentwo,ratingfive,"cool game
",non-info
lenfifteen,ratingfive,"i enjoy playing this game even though i have a couple issues with the game.
",non-info
lenfifteen,ratingfive,"the application manager, when you email then they actually help to resolve the minor problems.
",non-info
lenseven,ratingfive,"this game is so addictive love it!!
",non-info
lenfour,ratingfive,"i love this game.
",non-info
lentwo,ratingfour,"addictive fun!
",non-info
lenthree,ratingfive,"awsome very awsome!!!!!
",non-info
lensix,ratingfive,"i really luv playing this game
",non-info
lenthree,ratingfive,"lovee this game (:
",non-info
lenfive,ratingfive,"my son loves this game
",non-info
lenfour,ratingfour,"spends hours playing it
",non-info
lenfourteen,ratingfive,"i like many games, but this game is the best l had ever played!
",non-info
lensix,ratingfive,"i mean, l already have 2 tanks!
",non-info
lenten,ratingfive,"i think that this game is totally worth your time?
",non-info
lennine,ratingfive,"hope you enjoy the best game ever,tap fish!
",non-info
lenfive,ratingfour,"really fun i love it
",non-info
lenfour,ratingfive,"great to pass time.
",non-info
lenten,ratingfive,"i rated this 5 stars because it is amazing keep downloading
",non-info
lentwo,ratingfive,"great game
",non-info
leneleven,ratingfive,"best game on the sceen so much to keep you ingested
",non-info
lenfour,ratingfive,"can't stop playing!!!
",non-info
leneleven,ratingfive,"i've been playing tapfish for ages now and love it!!
",non-info
lenfive,ratingfive,"love this game its awesome
",non-info
lenfifteen,ratingthree,"so fun i luv it it is just like having a tank in my house
",non-info
leneight,ratingfive,"this is really a good game love it
",non-info
lenthree,ratingfive,"love this game!
",non-info
lenfour,ratingfive,"otherwise, pretty awesome game
",non-info
lennine,ratingfive,"get it it is not a waste of time.!!!!!
",non-info
lenthree,ratingfour,"a fun diversion.
",non-info
lenthree,ratingfive,"awesome great game
",non-info
lenthree,ratingfive,"love this game!!!
",non-info
lenseven,ratingfive,"amazing i'm having so much fun :)
",non-info
leneight,ratingfour,"great game, makes time go by really fast
",non-info
lenfour,ratingfour,"i love this game!
",non-info
lenfourteen,ratingfour,"it's fun, and challenging when you're trying to level and complete quests.
",non-info
lentwo,ratingfour,"very addicting!
",non-info
lenthirteen,ratingfour,"the only thing i frown on is the most stuff cost fish bucks.
",info
lentwentyeight,ratingtwo,"when ever i try to breed, the fish are there but whenever i tap on them it only gives me one to breed when there are several there.
",info
lennine,ratingtwo,"i can't visit any of my neighbor tanks....
",info
lentwentytwo,ratingfour,"i think you shuld make a place where you can change fish mony into fish buks and fish buks into fish mony.
",info
leneleven,ratingone,"then after that update it wunt let me play the missions.
",info
lenfifteen,ratingtwo,"after this last event i can't breed and i lost a lot of fish.
",info
lenseventeen,ratingthree,"after this latest update three tanks of fish are missing an i can no longer breed fish.
",info
lentwentyone,ratingone,"when i went to play and i had my breeding tank  ready to put the fish in tank they was gone .
",info
lennine,ratingfour,"just wish events were easier to make your goals.
",info
lenfourteen,ratingthree,"some of the fish too expensive to buy but overly i adore this game.
",info
lenfortynine,ratingfour,"or such things it does make things go by a little bit faster breeding does take a little too long i think right now i'm waiting 2 days that's a bit long and i'm not spending money sorry i have a baby that needs my money first.
",info
lenseven,ratingfive,"wish fish bucks were easier to get.
",info
lennineteen,ratingfive,"i had one issue where i had to delete my second tank but other than that its been awesome
",info
lenthirteen,ratingfour,"its not excellent because its hard to get money and still have fish.
",info
lentwelve,ratingfour,"epic game ever but give ways to get more fish bucks easier :)
",info
lenfour,ratingfour,"also, make prices lower
",info
lenthirtyfive,ratingfour,"love it wish the tanks were a little cheaper and wish they would have more ways to earn fish bucks instead of having to pay once they do that it will be a 5 star app
",info
lennine,ratingone,"it takes forever to level up on this game.
",info
lennineteen,ratingfour,"i play on my ipod and would really like to be able to transfer my game to my android.
",info
lentwelve,ratingfive,"but why is it so slow and small on my motorola atrix..
",info
lenfourteen,ratingone,"i purchased 2 20 fish bucks packages in the last couple weeks and neither showed up.
",info
lentwentyeight,ratingfour,"was fun, but, the new bubble is ridiculous, and when i went to.buy one fish, i couldn't make it stop until i had no more bucks.
",info
leneighteen,ratingfour,"i just wish it didn't freeze so much and there was an easier way to get coins
",info
lenseven,ratingone,"beginner game started up & will not restore.
",info
lenthirteen,ratingfive,"i have did the earn free bucks and have not received any thing
",info
leneleven,ratingone,"per tapfish ""somehow my tapfish went corrupt & start the game over"".
",info
lentwentynine,ratingfive,"apart from it popping up telling me to leave 5*s all the time its a good game, wish there was more things to do without paying real money though..
",info
lentwentyfive,ratingfive,"it could be little better if there is a way to cash in coins for bucks  or at least easy way to get free bucks ...
",info
lenfiftyone,ratingfive,"okay here's another idea space theme astronaut fish and it makes aliens a spaceship decoration and planets and space backgrounds and space decorations and meteor shower that moves and a moon that turns or the earth mini solar system for a reward and rockets and moon rovers and flying saucers.
",info
lennine,ratingfour,"there should be more events once one is over.
",info
lennine,ratingfive,"good game but it can be slow at progressing
",info
lenten,ratingthree,"i lost everything that i spent over a year doing.
",info
