Length,Ratings,Review,Relevant
lensixteen,ratingfive,"I am quite surprised at this app, well pleased and 100x better than the stock android keyboard.
",non-info
lenthirtyfive,ratingfive,"This is a great keyboard though I hope they make people who brought this upgrade to swift key flow for free since I'm now using the beta version and I am loving it now...
",non-info
lenfortytwo,ratingfive,"I am crap at spelling and grammar and this does it all for me is learning how I speak in txt and my txt, emails are getting faster and faster this app is the dogs bollocks and worth every penny and more
",non-info
lenfourteen,ratingfive,"Just tried out the beta flow version of this app and I am pleased.
",non-info
lenten,ratingfive,"Can't wait for it to come out of beta.
",non-info
lentwelve,ratingfive,"Gonna be the best keyboard in the play store without a doubt
",non-info
lennine,ratingfive,"Great app, much better keyboard than Samsung's effort.
",non-info
lenseventeen,ratingfive,"It's like an improved keyboard from my old HTC Desire, which was hard to fault anyway.
",non-info
lentwentyone,ratingfive,"Had a little trouble upgrading from the trial but I got a swift response (5 minutes!) in my email which sorted everything.
",non-info
lenthree,ratingfive,"5 stars well deserved.
",non-info
lenfive,ratingfive,"Cool its a great app
",non-info
lenseventeen,ratingfive,"When I return to my desktop, iOS devices, anything else, I want the auto-completion SwiftKey provides.
",non-info
lenfive,ratingthree,"It's elementary and ridiculous.
",non-info
lenfive,ratingthree,"I don't like it.
",non-info
lennine,ratingfive,"So I downloaded and bought Swiftkey3 and I love it.
",non-info
lentwentyfour,ratingfive,"I just downloaded Swift key flow and it is amazing if it gets good reviews and can buy it I highly recommend you do
",non-info
lenfour,ratingfive,"Anything else is ok.
",non-info
leneight,ratingfive,"Worth the low price and I'm cheap
",non-info
lenfive,ratingfour,"Best keyboard out there Imo.
",non-info
leneleven,ratingone,"Used to be the best - now stock us better and quicker.
",non-info
lennine,ratingfive,"It's actually the best keyboard currently for Android.
",non-info
lenseven,ratingfive,"Much much better than the original keyboard.
",non-info
lensixteen,ratingfive,"I can completely misspell a word and it figure out what it's supposed to be.
",non-info
lenthirteen,ratingfive,"This is hands down the greatest keyboard on a phone iv ever used.
",non-info
lentwelve,ratingfive,"Otherwise I'm never typing wth anything else ever again haha cheers..
",non-info
lenfifteen,ratingfive,"At first, I had a difficult time in learning about, how to type with this.
",non-info
lentwentyeight,ratingfive,"But after going through with the settings, I saw that there is an option to let this software read through my sms', emails', tweets' content, and identify patterns.
",non-info
lenthirteen,ratingfive,"Now I don't have to type, 'Honey,  I'm on my way'.
",non-info
lenthirteen,ratingfive,"I just have to type, hon and honey with capital letters H appears.
",non-info
lenthirtyfour,ratingfive,"I just have to tap on it, and one by one other wordings of I'm on my way home appears, and all I have to do then is, tap on each of them.
",non-info
lensixteen,ratingfive,"No longer will I be making ridiculous typos like in the title of the this review!
",non-info
lenthirteen,ratingfive,"Only been using this app for a day but I'm VERY impressed!
",non-info
leneighteen,ratingfive,"I've never typed so fast on a phone before and I've got a lot of practice!
",non-info
lensix,ratingfive,"Wish I had bought this earlier!
",non-info
lenthree,ratingthree,"Feels sluggish sometimes...
",non-info
leneight,ratingone,"Holy hwll this is more annoying than anything.
",non-info
lenseven,ratingfive,"By far the best keyboard app ever!
",non-info
lentwentyone,ratingfive,"Coming from a full qwerty slider, this app has relieved most of my annoyance with having to type on a touchscreen.
",non-info
lennineteen,ratingfive,"Its ability to make predictions for several languages simultaneously is a big deal, and missing in most competing products.
",non-info
lennine,ratingthree,"This is a brilliant app for predicting words etc....
",non-info
lennineteen,ratingfive,"This app is a must have I make sure I have it installed on every android phone I get.
",non-info
lensix,ratingfive,"Always remembers everything i wrote before
",non-info
lennine,ratingfour,"It's so awesome how well the prediction is.
",non-info
lensixteen,ratingfour,"In fact, you can get rid of the keys altogether and just have one big pad.
",non-info
leneight,ratingfour,"We all know what the keyboard layout is.
",non-info
lensix,ratingfive,"Much better than any stock keyboard.
",non-info
leneighteen,ratingfive,"Its prediction and auto correct are much better than any other keyboard I've used, stock or not.
",non-info
lenten,ratingfive,"But I'm still going to rate this keyboard 5 stars.
",non-info
lennineteen,ratingfive,"It's simply the best keyboard around and I love that you can change themes, keeps everything feeling fresh.
",non-info
lenfifteen,ratingfive,"I heard 4.1.2 update fixes the default keyboard issue so I'll just have to wait.
",non-info
lensix,ratingfive,"I'm astounded by this app.
",non-info
lenseven,ratingfive,"Love this keyboard, my Samsung keyboard sucks
",non-info
lentwo,ratingfour,"Great app.
",non-info
leneleven,ratingfive,"Best keyboard on the app store, unparalleled accuracy for the prediction
",non-info
lenthree,ratingfive,"A wonderful keyboard.
",non-info
lentwenty,ratingfive,"I come from iOS and the predictions and word completions for their keyboards and their dictionary is second to none.
",non-info
lenten,ratingfive,"SwiftKey however is rapidly approaching and is a wonderful transition.
",non-info
lenfour,ratingfive,"Definitely worth the buy!
",non-info
lenfive,ratingfour,"No comment at this time
",non-info
lensixteen,ratingfive,"For a moment i cheated on you with Go Keyboard.. but came back crawling to you.
",non-info
leneight,ratingfive,"I love you pumpkin, you are the best
",non-info
lensixteen,ratingfive,"As soon as I upgraded from my old incredible this was the first app I reinstalled.
",non-info
lenseven,ratingfive,"Best keyboard you can have no doubt.
",non-info
lenten,ratingfour,"I like this keyboard, it really learns how I write.
",non-info
lenten,ratingfour,"That is the most, second only to ""Settings"" with 44 MB.
",non-info
leneighteen,ratingfour,"The next closes one is Lookout with 14 MB, just about half of what SwiftKey uses, both while idle.
",non-info
lentwenty,ratingfour,"I know there should be a lot of RAM left on most modern phone, but that is not my point.
",non-info
lensixteen,ratingfour,"I have other app I rarely use, but they still use RAM for no apparent reason.
",non-info
lentwentyseven,ratingfour,"I uninstall them, I don't want to uninstall SwiftKey, but the native keyboard is catching up with SwiftKey and would have RAM usage on my phone.
",non-info
leneight,ratingfour,"Everything else about the SwiftKey keyboard is great.
",non-info
lenfourteen,ratingfour,"For most people how only istall a few Apps SwiftKey is a must install.
",non-info
lenfourteen,ratingfour,"I am not like most people, I try and use a lot of apps.
",non-info
lensixteen,ratingfour,"Most people don't notice it, but if you do, it really starts to bug you!
",non-info
lenfifteen,ratingfive,"...feature then I may return but since GS3 JB update enabled Swype keyboard using that instead.
",non-info
leneight,ratingfive,"Other than that it's an awesome keyboard!!
",non-info
lensix,ratingfour,"This is a really convenient app--
",non-info
lenten,ratingfour,"I was getting super frustrated with my Samsung S3s auto type.
",non-info
lentwentytwo,ratingfour,"This saved me so much typing, it remembers your word patterns so that it can even guess whole sentences word by word!
",non-info
leneleven,ratingfour,"I love when apps know me, and spell how I spell =)
",non-info
leneighteen,ratingfour,"Now that I have a tablet, I wish I didn't have to pay extra for that, too...
",non-info
lenfive,ratingfive,"Best keyboard in the market
",non-info
lenthree,ratingfive,"Very nice keyboard....
",non-info
leneleven,ratingfive,"Does a better job than any other keyboard I've tried....
",non-info
leneight,ratingfour,"Even ICS and JB stock keyboards do this.
",non-info
leneighteen,ratingfour,"I never buy apps and bc of how great the trial version was i bought the full version.
",non-info
lennine,ratingthree,"A very good keyboard and the prediction is excellent.
",non-info
lenfourteen,ratingthree,"It is good but I feel like typing should be flawless on a keyboard.
",non-info
lentwo,ratingfive,"Simply superb.
",non-info
lennine,ratingfive,"Easy to use and makes typing so much quicker.
",non-info
lenten,ratingfive,"Oh, and you can't do this on an iPhone!
",non-info
lentwelve,ratingfive,"But I seriously can't wait till Swift key Flow comes out!!!
",non-info
leneleven,ratingfour,"Not perfect, but I miss it when it's not installed...
",non-info
lenfourteen,ratingfive,"I don't hate typing on my phone as much as I used to.
",non-info
lensix,ratingfive,"This is my personal favorite keyboard.
",non-info
lenfour,ratingfive,"The prediction is amazing.
",non-info
lenfour,ratingfive,"Simply the best keyboard.
",non-info
lenthree,ratingfive,"Switched from slideit.
",non-info
lenthree,ratingfive,"Totally worth it.
",non-info
lenthirteen,ratingfive,"And you can use different dictionaries without having to switch the whole time!
",non-info
lentwo,ratingfive,"Highly recommended.
",non-info
lenthirteen,ratingfive,"I love this keyboard I will never use another crappie android keyboard again!
",non-info
lenthree,ratingfive,"No issues whatsoever.
",non-info
lenseventeen,ratingfive,"If you come from iOs, you know the day and night different between the two stock keyboards.
",non-info
lentwentytwo,ratingfive,"Android keyboard is suck but I can assure u that this keyboard will make your life on Android phone a lot better.
",non-info
lenthree,ratingfive,"Truly great keyboard.
",non-info
lenfive,ratingfive,"The predictions are stunningly accurate.
",non-info
lentwelve,ratingfive,"My favourite feature is that it can handle more than one language.
",non-info
lenfive,ratingfive,"No need to switch manually.
",non-info
lenfive,ratingfive,"Best keyboard i've used.
",non-info
lenseven,ratingfive,"It predicts what I want to write.
",non-info
lenfifteen,ratingfive,"Plus it's really useful to write using with different languages at the same time!
",non-info
leneighteen,ratingthree,"This app used to be great, it would accurately predict when I was typing all over the place.
",non-info
lenseven,ratingfive,"100x better than the default keyboard for Android
",non-info
lentwentyone,ratingfive,"I hated my keyboard when I went from s2 to s3 but after downloading I have a new love for my phone again. :-)
",non-info
lenfour,ratingfive,"thanks a must download.!
",non-info
lenseven,ratingfive,"At first I regretted making the switch.
",non-info
lenfour,ratingfive,"The s3 keyboard is garbage.
",non-info
lenfifteen,ratingfive,"With this keyboard its beast, text just like I phone and super easy to use.
",non-info
lenten,ratingfive,"It makes you coherent when otherwise you wouldn't be.
",non-info
lennineteen,ratingfive,"The best at predictions beating Android native because it adds and learns new words automatically rather than manual adding.
",non-info
lenten,ratingfive,"Predictions surprisingly accurate based on historic usage of words together.
",non-info
lenthree,ratingfive,"Worth the money.
",non-info
lenthree,ratingfive,"Lots of options.
",non-info
leneighteen,ratingfive,"Just gone from Galaxy SII to Note II and it helps to be able to adjust key height.
",non-info
lentwentyeight,ratingfive,"By the way for the review saying you can't remove words that you don't use, you can by long pressing and clicking remove on the predictions
",non-info
lenseventeen,ratingfive,"Defiantly would recommend this keyboard to anyone that would like to be more effective typing on touchscreens.
",non-info
leneighteen,ratingfive,"Very small problems when compared to this amount of effort and time that this keyboard has saved me.
",non-info
lenten,ratingfive,"It is an excellent app, and it learns really quickly..
",non-info
lenten,ratingfive,"it looks good, and gives your keyboard a nice finish..
",non-info
lentwo,ratingfive,"worth buying
",non-info
lentwentytwo,ratingfive,"I've been using this for over a year, and of all the apps I use, this is probably the most essential.
",non-info
lenten,ratingfive,"Its an awesome keyboard to replace the built in ones
",non-info
lenfour,ratingfive,"Finally I could text.
",non-info
lenthree,ratingfive,"Love the keyboard!
",non-info
lenseven,ratingfive,"Now I'm just waiting on FLOW!
",non-info
lenfive,ratingfive,"Can't wait for Flow!
",non-info
lensix,ratingfive,"Love this app on my note 2
",non-info
lentwenty,ratingfive,"I'm not a typer but this app makes me look like I've been doing it all my life.
",non-info
lentwo,ratingfive,"Great app.
",non-info
lennine,ratingfive,"Had the free version loaded for about a month.
",non-info
lenseven,ratingfive,"It only made my typing more efficient.
",non-info
lentwentyone,ratingfive,"They have stats in the app to illustrate the improvement - but it's not too hard to see on your own.
",non-info
leneight,ratingfive,"But it does it's job freakishly well.
",non-info
lenfour,ratingfive,"Well worth the keesh.
",non-info
lentwentyone,ratingfive,"it just works, I don't even have to press the space button and it still knows what I'm saying!
",non-info
lenfour,ratingfive,"The theme is awesome
",non-info
lenseven,ratingfive,"Awesome auto correct, fast to type on.
",non-info
lenfive,ratingfive,"Reliable and easy to use.
",non-info
lenfive,ratingfive,"Can't wait for flow
",non-info
lenfive,ratingfive,"Release swift key flow alreadyyyyyy!
",non-info
lentwelve,ratingone,"No where near as accurate as they fake it in the video.
",non-info
lenseventeen,ratingone,"One of the first things they teach you about Android is to look at permissions for apps.
",non-info
lenfifteen,ratingone,"This is true for both malicious apps and legitimate apps that could cause security concerns.
",non-info
lensixteen,ratingone,"The trade off for this security concern is text prediction no better than any other keyboard.
",non-info
lensix,ratingone,"Be smart and avoid this one.
",non-info
leneighteen,ratingfour,"I have had this keyboard in he past and have yet to find another quite like this one.
",non-info
lentwentyfour,ratingtwo,"It's well known that it's a poor business practice to make your existing customers suddenly pay more to use an existing product.
",non-info
lenthirteen,ratingtwo,"Suddenly charging existing customers for use on tablets smacks of lousy business acumen.
",non-info
lenfifteen,ratingfive,"I've been using this for a fair few months now and it's fantastic!
",non-info
lentwo,ratingfive,"Highly recommend.
",non-info
lentwelve,ratingfive,"I can write whole texts pretty much by just typing one word!
",non-info
lennine,ratingfour,"Doesn't happen in other keyboards on the market :-(
",non-info
lenfour,ratingfive,"For the support team.
",non-info
leneleven,ratingfive,"Very kind and accurate, I have really appreciate the quick answer.
",non-info
lenfourteen,ratingfive,"The keyword is awesome, makes me feel like I speak languages I don't ;)
",non-info
lensix,ratingthree,"Which is already became sms replacement....
",non-info
lenfourteen,ratingfive,"Truly changes the way my android device handles my typing styles on various formats.
",non-info
lensix,ratingfive,"Other than that, a superb app!
",non-info
lenthree,ratingfive,"Money well spent!
",non-info
lentwelve,ratingfive,"The best taxting apps on the market I recommend this to everyone.
",non-info
lenthirty,ratingfive,"I haven't used this keyboard for that long but it feels like I have been missing out all this time when I was using the other third party keyboards.
",non-info
lenseventeen,ratingfive,"Since using this app it haven't changed a phrase that I use to something completely different.
",non-info
lenfourteen,ratingfive,"Keep up the good work because I'm happy that I purchased this app.
",non-info
lennine,ratingfour,"I love how accurite it is when I type.
",non-info
lenseventeen,ratingfour,"I'm a rapid texter and this is so much better than the stock keyboard from Android.
",non-info
lennine,ratingfour,"I have the Galaxy Nexus, with the AOKP ROM.
",non-info
lenfour,ratingfive,"Better than factory installed.
",non-info
lensix,ratingfive,"Finally a keyboard that suits me!
",non-info
lenthree,ratingfive,"Thank you! Brilliant!
",non-info
lenseven,ratingfive,"I highly recommend it this to anyone.
",non-info
leneleven,ratingfive,"Works much better than the pre installed keyboard on my galaxy s3.
",non-info
lenfour,ratingfive,"Persian language ia awesome.
",non-info
lenthree,ratingfive,"Hi Persians (Iranians) ;-)
",non-info
lentwo,ratingfive,"Great keyboard.
",non-info
lentwo,ratingfive,"Freekishly accurate!!
",non-info
lenfourteen,ratingfive,"My friends couldn't believe that everything came out 100 percent accurate when typing like.
",non-info
lenfourteen,ratingfour,"Google voice input enters al words correctly but hardly inserts any fullstop or comma.
",non-info
lenfifteen,ratingfive,"This is the best keyboard I have found on here and I have had many!
",non-info
lensixteen,ratingfive,"Using the 'pumpkin' theme at the moment as it is the closest one to my theme:)
",non-info
lenfour,ratingfive,"So worth the money!!
",non-info
lennine,ratingfive,"It's like it knows what I'm thinking.
",non-info
lenten,ratingfive,"The corrections are even more accurate than the iPhone keyboard.
",non-info
lenfour,ratingfive,"Love the 10 key too!
",non-info
lenfour,ratingfive,"Freakishly accurate at times.
",non-info
lentwelve,ratingfive,"I'm really looking to the flow update to go with it.
",non-info
lenfourteen,ratingfive,"Had my Android 3 years now and this is the first app I've purchased.
",non-info
lenseven,ratingfive,"This should illustrate how great it is.
",non-info
lenthree,ratingone,"Makes no sense.
",non-info
leneight,ratingone,"Company could care less about adding real functionality.
",non-info
lensixteen,ratingone,"Feature requests for real functionality sit and collect dust while fluff skinning type ones get done.
",non-info
leneight,ratingone,"Thank God I got it for a dime.
",non-info
leneight,ratingfive,"It almost seems like it reads your mind.
",non-info
lenfifteen,ratingfive,"This keyboard does everything and can be modified to look and feel how you want!
",non-info
lentwelve,ratingfive,"This must be the first app installed on every DROID world wide
",non-info
lenten,ratingone,"I am sick of how paid users are being treated.
",non-info
lentwenty,ratingone,"Yes you may have made my money, but rest assure I will never ever recommend this app to anyone else.
",non-info
lentwentyfour,ratingone,"And to all other who is considering getting this app, if you like to be ignored then this is the right app for you.
",non-info
lensix,ratingfive,"I really like this keyboard app
",non-info
lentwelve,ratingfive,"I've tried so many and always come back to this one.
",non-info
lenten,ratingfive,"And here they are with Swiftkey Flow around the corner.
",non-info
leneight,ratingfive,"The future is very bright for this company.
",non-info
leneleven,ratingfour,"I can live without it but would be a nice addition
",non-info
lenthree,ratingfive,"Love the keys
",non-info
lenfifteen,ratingfive,"This is the only app I've ever bought and the only keyboard I use
",non-info
lentwentyfour,ratingfive,"After blasting a previous version of this app which had major usability glitches, I have to say that this is now my favourite keyboard.
",non-info
lenten,ratingfive,"Being in Montreal, I switch between French and English constantly.
",non-info
lenthirteen,ratingfive,"Swiftkey runs both languages simultaneously so I don't actually have to switch...
",non-info
lenfifteen,ratingfive,"it knows which language I'm typing in and corrects or suggests the appropriate word.
",non-info
lennine,ratingfive,"What's amazing is how accurate the predictions are.
",non-info
lenfifteen,ratingfive,"In the near totality of cases, the suggested or corrected word is the right one.
",non-info
lenthirteen,ratingfive,"The keyboard does vibrate, it's in the settings in SwiftKey (haptic feedback) .
",non-info
leneleven,ratingfive,"I've had SwiftKey for 2 yrs now and still love it!
",non-info
lensix,ratingone,"People have been saying this forever.
",non-info
lenseven,ratingone,"Fix it, and you'll have 5 stars.
",non-info
lensix,ratingtwo,"Please fix, it's getting annoying**
",non-info
lennine,ratingtwo,"Other than that, this is the best keyboard app
",non-info
lenfive,ratingfive,"Best typing app out there.
",non-info
lenfifteen,ratingfive,"What can I say but with smartphones being so small I could never type right.
",non-info
lenfourteen,ratingfive,"Now i barley have to since swift key3 was downloaded it basically types for me
",non-info
lenthree,ratingthree,"Great alternative keyboard.
",non-info
lenten,ratingfive,"I have the Galaxy S3 and the only flaw is text.
",non-info
lentwelve,ratingfive,"I have huge fingers and swipe doesn't work well for me.
",non-info
lenseven,ratingfive,"I was forced to hunt and peck.
",non-info
lenten,ratingfive,"Now I text just as fast as my teenage niece!
",non-info
lenfive,ratingfive,"Well worth the four bucks.
",non-info
lenfive,ratingfive,"Best keyboard app out there.
",non-info
lentwentythree,ratingfive,"This app is amazing work perfect only have to type like two letters and it already knows what I'm going to say.
",non-info
lensix,ratingfive,"Download it you'll love it!
",non-info
lenfour,ratingfive,"Anyway,  best 4$ spent ever!
",non-info
lenten,ratingone,"Will reverie my rating and comment once it's launched
",non-info
lenfour,ratingthree,"Not worth the money.
",non-info
leneight,ratingthree,"The predictive typing is awesome and surprisingly accurate.
",non-info
lensixteen,ratingthree,"I'm much faster on the normal keyboard and I'd rather just use that one.
",non-info
lensixteen,ratingthree,"I could see how some people would find this useful though and it DOES save keystrokes.
",non-info
lenten,ratingfive,"Works perfectly on Note 2.... makes typing much easier and faster!
",non-info
lentwelve,ratingthree,"I really liked this app before when I had the trial version.
",non-info
lenfour,ratingthree,"worked like a charm.
",non-info
lensixteen,ratingthree,"then ai bought it and all of a sudden the app sometimes doesn't even work.
",non-info
lennine,ratingthree,"its not worth all the money I paid anymore.
",non-info
lenseven,ratingthree,"fix this problem and ill rate 5 stars.
",non-info
leneight,ratingthree,"its frustrating for it to only work Sometimes.
",non-info
lenthirtyseven,ratingfive,"I haven't used this keyboard in awhile due to being satisfied with the jellybean keyboard on my galaxy nexus, however since getting the RAZR M I've started to look for alternative and stopped at SwiftKey.
",non-info
lensix,ratingfive,"Can't wait for SwiftKey flow.
",non-info
lenten,ratingfive,"Swiftkey...what a great app that works like a charm
",non-info
lenten,ratingone,"Otherwise it's a big step back from SwiftKey X.
",non-info
lenthirteen,ratingone,"A truly fantastic program has been rendered just another app with with bugs.
",non-info
lenseven,ratingfive,"The best Android keyboard out there, period.
",non-info
lentwentyfour,ratingfive,"Within two months this thing had learned the way I type so well, that it can even when rather drunk, my texts make sense!
",non-info
leneight,ratingfour,"The keyboard sputtered and word prediction is amazing.
",non-info
lenseventeen,ratingfour,"At the same time however it's marred by it's prediction service at the same time.
",non-info
lentwelve,ratingfour,"In the meantime I will be using Swype and the stock keyboard.
",non-info
lentwentyeight,ratingfive,"Probably the last worry on my mind when I was so use to texting on my iphone was how I would be able to text on my android.....
",non-info
lentwentyfour,ratingfive,"I've been using this keyboard since I brought this phone, have done trying tons of keyboard and still, return to this every time.
",non-info
lentwo,ratingfive,"Otherwise, perfect!
",non-info
lensix,ratingfive,"Looking forward to trying swiftkey flow!
",non-info
lensix,ratingone,"Gets hang a lot of time.
",non-info
lensix,ratingone,"Provide an update for the issue.
",non-info
lenten,ratingfour,"I would've gave it 5 stars but I can't.
",non-info
leneight,ratingfive,"Would definitely use the free trial before purchasing.
",non-info
lenfour,ratingfive,"Recommend to all S3 users!
",non-info
leneight,ratingfour,"Very good keyboard, even better than ics keyboard.
",non-info
lenfour,ratingfour,"Overall very good keyboard.
",non-info
lennineteen,ratingfive,"After getting the GSIII I was a little bit unhappy with the stock Samsung keyboard and predictive text capabilities.
",non-info
lentwelve,ratingfive,"Without a doubt this new SwiftKey keyboard met and exceeded my requirements.
",non-info
lenfifteen,ratingfive,"It has made me ""50%"" more efficient and saved me ""4000 keystrokes"" in less than two months.
",non-info
lenfifteen,ratingfive,"I will highly recommend it to anyone with a new phone and/or clumsy fingers.
",non-info
lenfifteen,ratingfive,"Plus the endless personalization, themes, and colors put it over the top in my mind.
",non-info
lenseven,ratingone,"Really crappy job thinking about the user.
",non-info
lentwentytwo,ratingtwo,"This is one of the highest (3rd) rated suggestions on your feedback/feature requests website and has been for well over a year.
",non-info
lennine,ratingtwo,"Instead you seem more interested in creating more themes.
",non-info
lenthirteen,ratingtwo,"When this gets implemented, I'd be more then happy to give 5 stars.
",non-info
lenseventeen,ratingfive,"I just downloaded this app and it's great it has yet to predict the wrong word.
",non-info
lensixteen,ratingfive,"Please give it a try and don't be afraid to get creative with your words
",non-info
lenfiftyseven,ratingfive,"I have been using this app for a few days, writing this review with it, and it is nice to use very accurate and much better than the original swype keypad, and the best part is I can actually have spaces rather than catching comas all the time, cso I rate this app five stars, and thanks. :)
",non-info
lenseven,ratingone,"Why did I pay for this rubbish?
",non-info
lenfour,ratingfive,"Helps me type faster
",non-info
lensix,ratingfive,"HTC one x+, love this keyboard.
",non-info
leneighteen,ratingfive,"I was hesitant to buy a keyboard but this thing blows the native keyboard out of the water!
",non-info
lennine,ratingfive,"Just gets better the more you use your phone.
",non-info
leneight,ratingfive,"Don't hesitate you won't regret it!
",non-info
lenfive,ratingfive,"This app is crazy amazing.
",non-info
lentwelve,ratingfive,"I use it all the time (obviously) and it's really accurate.
",non-info
lenfive,ratingfive,"Looking forward to SwiftKey Flow.
",non-info
lenthree,ratingfive,"Definitely worth it
",non-info
lenthirteen,ratingfive,"It use to lag like crazy for me, but now it preforms amazing!
",non-info
lennine,ratingfive,"The record for predicting words was 8 in a row!
",non-info
lenthirteen,ratingfive,"At first the predictions were way off, but now they are dead on!
",non-info
lentwo,ratingfive,"Amazing keyboard!
",non-info
lenseven,ratingfive,"Much better then the stock text input
",non-info
leneighteen,ratingthree,"Good keyboard, Portuguese is outdated and dev charges separately for tablet version, still best keyboard on the market.
",non-info
lensix,ratingone,"I miss my iphone spell check.
",non-info
lenfour,ratingfive,"Absolutely love this keyboard.
",non-info
lenfive,ratingfive,"Wouldn't use anything else!
",non-info
lentwenty,ratingfive,"I got it when I had my HTC evo 3d, and now I have the galaxy note 2 and it is awesome!
",non-info
lenseven,ratingfive,"I won't have any other keyboard.
",non-info
lenthree,ratingfive,"Worth every penny.
",non-info
lenthirteen,ratingfive,"The app is great, way better of a keyboard than the ICS keyboard.
",non-info
leneleven,ratingfive,"With the latest update the voice recognition is the latest version!
",non-info
lenfour,ratingfive,"App is almost perfect.
",non-info
leneight,ratingfive,"Works well and like it is supposed it
",non-info
lenfourteen,ratingfive,"This is a great enhancement over the default Samsung app installed in the phone.
",non-info
lentwenty,ratingfive,"Easiest keyboard to use and has logical predictions to use and a decent auto correct that will spell words correctly!
",non-info
lentwelve,ratingfour,"This is by far the best third party keyboard on the market.
",non-info
lennineteen,ratingfour,"I was a Swyper for a long time, but bugs (and a sale price) had me check out SwiftKey.
",non-info
lensix,ratingfour,"Otherwise this would be five stars.
",non-info
lenfour,ratingfive,"Best keyboard hands down.
",non-info
lenthirteen,ratingfive,"The accuracy and predictions are awesome; they even come up in other languages.
",non-info
lenten,ratingfive,"When I got my Samsung S3 I basically gave up texting....
",non-info
lenfour,ratingfive,"the keyboard really sucks.
",non-info
leneight,ratingfive,"This app has me back in communication again.
",non-info
lensix,ratingfive,"Most of my friends are glad.
",non-info
lenthree,ratingfive,"Love this app.
",non-info
leneleven,ratingfive,"It's by far one of the best for Android devices.
",non-info
leneleven,ratingfive,"Beats the crap out of the go keyboard free bee app
",non-info
lentwelve,ratingthree,"With both of these it would be awesome & would then earn 5 stars...
",non-info
lennine,ratingfive,"I absolutely love the word predictions this app shows.
",non-info
lenfifteen,ratingfive,"Almost all the time,  it would show the next word I was planning to type.
",non-info
lenfourteen,ratingfive,"Thank you for your hard work and I look forward to your next update.
",non-info
lenthree,ratingfive,"Worth every penny!
",non-info
lentwelve,ratingone,"As in how long do we THE PAYING CUSTOMERS HAVE TO WAIT!??
",non-info
leneight,ratingone,"I'M ABOUT TO UN INSTALL REAL QUICK.
",non-info
lenseven,ratingfive,"This app means a lot to me.
",non-info
lenseventeen,ratingfive,"I alpha tested this app and the reason I liked it then is still the case now.
",non-info
lenthirty,ratingfive,"This app has gone through some visual and back end changes, but since the beginning and current it does great with predicting the next word that you want to input.
",non-info
lensix,ratingfive,"It is accurate next to none.
",non-info
lentwentythree,ratingfive,"It has a great look and awesome development and innovation with this keyboard that I can say I haven't seen anywhere else.
",non-info
lenthirteen,ratingfour,"I love this keyboard and it beats my phone's default one anyday!
",non-info
lennine,ratingfour,"It has a smooth and great interface as well.
",non-info
lenten,ratingone,"Not like English keyboard English keyboard has an excellent size
",non-info
lensix,ratingfive,"My favourite keyboard on he market.
",non-info
lentwelve,ratingfive,"Had it on my Samsung Admire, and it was great on that.
",non-info
lenfive,ratingfive,"On the Galaxy S3 its amazing.
",non-info
lenseventeen,ratingfive,"It's allows me to half-a** typing on my phone as it remembers what I type.
",non-info
lensix,ratingfive,"Best keyboard I've ever used.
",non-info
lensixteen,ratingfive,"It predicts words wonderfully and makes typing a lot more intuitive than on my stock keyboard.
",non-info
leneleven,ratingfive,"You can seriously type gibberish and this will get it right.
",non-info
leneight,ratingfour,"Strange, no one else is seeing this issue.
",non-info
lennine,ratingfour,"Nevertheless the stars for its great word prediction feature
",non-info
leneight,ratingtwo,"Dear friends this application is not for us.
",non-info
lentwelve,ratingtwo,"I have downloaded by mistake and now I am not using it.
",non-info
lenfourteen,ratingtwo,"Otherwise in regards to function it is same as android sans themes and colours.
",non-info
leneight,ratingfive,"There is nothing that really compares to SwiftKey.
",non-info
lenten,ratingfive,"It is super responsive and fairly accurate with its prefiticitons.
",non-info
leneleven,ratingfive,"Highly recommended this application if you're searching for an alternative.
",non-info
lenthree,ratingfive,"Definitely worth it!
",non-info
lenfourteen,ratingfive,"Only problem I have now is that I reply super fast to text lol...
",non-info
lenfour,ratingfive,"I love this app..
",non-info
lenseven,ratingfive,"I have to switch back to portrait.
",non-info
lennine,ratingthree,"When I first purchased this keyboard, I loved it.
",non-info
lennine,ratingthree,"I've uninstalled it and reinstalled to no avail.
",non-info
leneight,ratingthree,"I'd like to enjoy this keyboard again.
",non-info
lensix,ratingfive,"Best keyboard app on the market.
",non-info
lentwenty,ratingfive,"I have use this for awhile and have not been disapointed, im currently installing it to my asus transformer prime
",non-info
lenthree,ratingfour,"Version 2 was amazing.
",non-info
leneleven,ratingfour,"I could touch type and it would know what I meant.
",non-info
leneight,ratingfive,"Love personalization on my phone and it fits
",non-info
lenten,ratingfive,"specially when I go up to 5 words without typing anything :)
",non-info
leneight,ratingfive,"Simply the best keyboard on Android play store.
",non-info
lensix,ratingfive,"Thoroughly deserve every single dollar spent.
",non-info
leneight,ratingfive,"Won't be using any keyboard besides this.
",non-info
lenseventeen,ratingfive,"Sincerely, I've never thought typing on my phone would be easier than typing on my computer.
",non-info
lenfive,ratingfive,"This app changed my mind.
",non-info
lenseventeen,ratingfive,"Sometimes, it simply amazes you how it corrects every typo, and how it predicts your whole sentence.
",non-info
lennine,ratingfive,"I'm faster than my blackberry friends at messaging!
",non-info
