Length,Ratings,Review,Relevant
lensix,ratingthree,"since new update its playing up!!!
",non-info
lennine,ratingfour,"it takes longer time to update make it fast...!!!
",non-info
lenthree,ratingfive,"love this app..
",non-info
leneight,ratingthree,"i really like itbest facebook app upgrade yet.
",non-info
lenseven,ratingthree,"especially since i hated the last one !!!
",non-info
lennine,ratingtwo,"i have verizon 4g with the droid razer max hd.
",non-info
lenfifteen,ratingtwo,"the phone and network are extremely fast for every other app and the internet browser.
",non-info
lenfive,ratingone,"the app itself works fine.
",non-info
lenseven,ratingone,"fb update i hate the new update..
",non-info
leneight,ratingone,"i sure hope they figure this out fast.
",non-info
lennine,ratingfive,"amaizing software it works fast i like this one
",non-info
lenseven,ratingone,"everytime they updates it it get worse.
",non-info
lenthree,ratingone,"doesnt work, crap!
",non-info
lenfour,ratingone,"facebook, your app sucks!
",non-info
lenfour,ratingone,"you suck donkey balls!!!
",non-info
lenfourteen,ratingone,"i see the iphone application has a terrible following, at least you're consistent.
",non-info
lentwelve,ratingone,"nobody needs it to look pretty, how about getting it functional first.
",non-info
lenfour,ratingfour,"buy pretty well satisfied
",non-info
lennine,ratingone,"the team really needs to pick up their feet.
",non-info
lentwentythree,ratingone,"it's almost better just to go to the website directly from my mobile web browser then it is to use the app.
",non-info
lennine,ratingone,"it doesn't matter if i have 3g, 4g or wifi!
",non-info
lenfive,ratingfour,"feel great to have it!
",non-info
lensixteen,ratingone,"instead of faffing around adding things that aren't needed sort all the other issues out.
",non-info
lenten,ratingone,"why do you have to complicate things all the time.
",non-info
lenfive,ratingone,"very very bad user experience.
",non-info
lenfive,ratingone,"dead useless since latest update.
",non-info
lennine,ratingone,"don't want or need what they've added.
",non-info
leneleven,ratingone,"the app was working fine, until two or three updates ago.
",non-info
leneighteen,ratingone,"why is there a rating section if they don't even look at it and fix the problems?
",non-info
lentwo,ratingone,"bad performance
",non-info
leneighteen,ratingone,"dear facebook devs, could you please drop your iphones for a while and take care of android platform!
",non-info
lenfourteen,ratingone,"r u guys ever gonna fix all the problems with this app or what???
",non-info
lenthree,ratingfour,"finally native app
",non-info
lenfour,ratingone,"app sucks any more..
",non-info
lenfifteen,ratingone,"it will run great then u add a upgrade and then it runs like crap
",non-info
lennine,ratingone,"its cool this app performing view equal to pc.
",non-info
lentwentyone,ratingfive,"the way facebook app and mobile site seems to be decreasing in workmanship, facebook owners must not care about facebook users.
",non-info
lenseven,ratingfive,"it's like they are joking around.
",non-info
lenseven,ratingfive,"i remember when the app did work.
",non-info
lenthree,ratingone,"what happened facebook?
",non-info
lenseventeen,ratingone,"if i go to the same status but opening directly from my timeline, the comment posts ok.
",non-info
lentwo,ratingone,"proper annoying!
",non-info
lenfour,ratingone,"updates are for improving!
",non-info
leneighteen,ratingone,"over 1 million one star reviews - the worst in the market (& one of the most invasive) & still going downhill.
",non-info
lensix,ratingone,"i do not trust this app.
",non-info
leneighteen,ratingone,"this app's only plus is that it gives you a *glimpse* of your facebook feed, at best.
",non-info
lenthirteen,ratingone,"other than that, the app fails on delivering any sort of reliable functionality.
",non-info
lenten,ratingone,"completely unacceptable from such a large company such as facebook.
",non-info
lensix,ratingthree,"still a bit buggy at times
",non-info
lenfive,ratingfour,"simply most useful app around!
",non-info
lenfourteen,ratingtwo,"with every update they seem to solve bugs there's always a new issue
",non-info
lensix,ratingone,"i want a low maintenance app.
",non-info
lentwo,ratingone,"app sucks
",non-info
lenthree,ratingthree,"need some improvement
",non-info
lennine,ratingfive,"i love this app and use it every day
",non-info
lenfive,ratingone,"this app sucks for android.
",non-info
lenten,ratingone,"when i use it on my iphone , its near instant.
",non-info
lenfour,ratingone,"i expected something better.
",non-info
lentwelve,ratingone,"i have an ipad and it is as instant as my iphone.
",non-info
lenten,ratingone,"im giving you a chance and so far, you failed .
",non-info
leneighteen,ratingone,"are we ever going to get an update where things are going great for longer than several weeks?
",non-info
lenfour,ratingone,"each upgrade gets worse.
",non-info
lenseven,ratingone,"i just use mobile web based now.
",non-info
lensix,ratingone,"for the love of god fb.
",non-info
leneleven,ratingone,"it worked ok for me until i got the latest update.
",non-info
leneleven,ratingone,"seems they took a buggy app and introduced even more bugs.
",non-info
lenseven,ratingone,"if it isnt fixed soon im uninstalling.
",non-info
lenseven,ratingone,"un-install and the phone runs perfectly!
",non-info
lensix,ratingfive,"its very fast with voice messages
",non-info
lensixteen,ratingone,"as convenient as it is to have this on my phone, it's just as annoying.
",non-info
lenthree,ratingone,"unuseable its nonfunctioning
",non-info
lenfive,ratingthree,"facebook fans download it now!!!!!!!!!!
",non-info
leneight,ratingone,"i'm on 4g and wi-fi, no excuses...
",non-info
lenfive,ratingtwo,"the most recent update sucks.
",non-info
leneight,ratingone,"i have to uninstall and reinstall every 2 days.
",non-info
leneleven,ratingtwo,"after years of development the app is still full of bugs.
",non-info
lensixteen,ratingtwo,"instead of adding more features why do you try and get the basic features functional first.
",non-info
lensix,ratingone,"no, facebook, no. stop asking me.
",non-info
lensix,ratingone,"my granny is faster than rubbish !!!
",non-info
lensix,ratingone,"it is a useless junk application!
",non-info
lenfive,ratingone,"did u know updating means???
",non-info
lensixteen,ratingone,"i gave 1 star coz i took it for free, but it is better to be uninstalled.
",non-info
leneight,ratingone,"recent updates have made this app completely useless.
",non-info
lentwelve,ratingone,"an app from a publicly traded company should perform much much better.
",non-info
lenten,ratingone,"when this app was, you know, simple, it was great.
",non-info
lenseven,ratingone,"i'm deleting it from my phone.
",non-info
leneight,ratingone,"g+ and twitter from now on i guess.
",non-info
lennineteen,ratingthree,"always stop for no reason an when i try to report it will not let me y is that
",non-info
lennine,ratingone,"the android version of the facebook app is terrible!
",non-info
lentwo,ratingtwo,"samsung charge.
",non-info
lensix,ratingone,"please fix this piece of crap!
",non-info
lentwentythree,ratingone,"facebook for iphone /ipod gets a new update like every week why is it so hard to do a good update for android????
",non-info
leneight,ratingtwo,"i love the pop up window for comments.
",non-info
leneight,ratingtwo,"i wish the other issues would be fixed
",non-info
lensix,ratingone,"nice work on the image previews.
",non-info
lenseven,ratingone,"this app works properly 5-10% if the time.
",non-info
lennine,ratingfive,"it is nice and easy to contact my friends.
",non-info
lenseven,ratingone,"this app sucks plz update it soon ...
",non-info
lenfour,ratingone,"i am using 3g connection ...
",non-info
leneleven,ratingone,"i wil give it 5 star rating if it solves these problems
",non-info
lennine,ratingone,"this crap just seems to get worse and worse.
",non-info
leneight,ratingone,"thanks facebook for your censorship and horrible app
",non-info
lenfive,ratingtwo,"facebook needs some major work!
",non-info
lenfive,ratingfive,"after updating facing several issues.
",non-info
lenseven,ratingfive,"and many more so finally uninstalled it.
",non-info
lensix,ratingfive,"opera is working beter than this.
",non-info
lentwo,ratingfive,"nice job
",non-info
leneleven,ratingone,"i've waited, reported & am going to uninstall this useless app.
",non-info
lensix,ratingfive,"why i didnt use my facebook...
",non-info
lensix,ratingfive,"i install many times i think...
",non-info
lennineteen,ratingfour,"since most user used this app, add some report page button also, some fp just threaten another country, etc
",non-info
leneleven,ratingfive,"i've been using facebook since 2008, the fb developed so much!
",non-info
lensixteen,ratingfive,"and i hope it would be the top 1 again in the play store top free category! :))
",non-info
lentwo,ratingfive,"cool interface!!!!!!!!
",non-info
lenthree,ratingfive,"better features please
",non-info
lenseven,ratingfive,"very useful update for my htc desire.
",non-info
leneleven,ratingtwo,"this app should be called ice powered by ms windows me.
",non-info
lennine,ratingtwo,"so usually if its only a really quick poop.
",non-info
lenten,ratingtwo,"its good but needs to be a lil more upgraded
",non-info
lensix,ratingone,"this app has many frustrating bugs.
",non-info
lenfourteen,ratingone,"im reinstalling to see if this whack app fixes itself, new phone motorola electrify.
",non-info
lentwo,ratingone,"poor development!!!
",non-info
lenfour,ratingfour,"who dont like fb???
",non-info
lenten,ratingone,"i have deleted and reinstalled the fb app 4 times now.
",non-info
lenthree,ratingone,"your updates suck..
",non-info
lentwelve,ratingone,"youre multi million $$ business you should know how to fix these things..
",non-info
lennine,ratingone,"or may be i'll just go to twitter
",non-info
lentwo,ratingfour,"nice app
",non-info
lentwo,ratingfive,"love fb
",non-info
leneleven,ratingone,"cant blame my phone g3 works great with all my other apps
",non-info
leneight,ratingone,"i am bored to send all time reports.
",non-info
lennine,ratingone,"does the exact opposite of what this app says :/....
",non-info
lenfour,ratingone,"the worst app ever!
",non-info
lenthirteen,ratingone,"either updaye and fix the bugs or downgrade back to the last version!!!
",non-info
lentwo,ratingone,"samsung infuse
",non-info
lenseven,ratingthree,"everything was good till this last update....
",non-info
lenten,ratingone,"facebook team really the worst & most dumbfuck developer ever exist!!!
",non-info
lentwelve,ratingone,"this app need to be flagged as shi7 & remove it from playstore forever.
",non-info
lenfour,ratingone,"always screwing with android.
",non-info
leneight,ratingtwo,"pretty much every other time i open it.
",non-info
lenseven,ratingone,"please fix all these annoying bugs immediately!!!
",non-info
lenfive,ratingone,"wish i could remove update.
",non-info
lenfour,ratingone,"app great, support terrible
",non-info
lenthree,ratingtwo,"need an upadate
",non-info
lentwo,ratingfour,"faster abit
",non-info
lennineteen,ratingone,"i thought fb would be much better on my new tablet compared to app on my 2 yr old blackberry.
",non-info
lenfour,ratingone,"boy was i wrong!
",non-info
leneight,ratingthree,"i read some forums about it as well.
",non-info
leneight,ratingone,"everything else i do on mobile site instead.
",non-info
lenthree,ratingthree,"facebook is awesome
",non-info
lentwo,ratingfive,"wow great
",non-info
lenfive,ratingthree,"i love me some facebook
",non-info
lensix,ratingfive,"i met a lot of people.
",non-info
lenseven,ratingfour,"i enjoy facebook, i enjoy this app.
",non-info
lenfive,ratingfour,"i enjoy the facebook app.
",non-info
lenseven,ratingthree,"may remove and just start using web.
",non-info
lenthree,ratingone,"crappiest app ever!!!!
",non-info
lenfive,ratingone,"uninstalled and now no probs...
",non-info
lenfour,ratingone,"fix your stupid site!!!!!
",non-info
lenfourteen,ratingone,"i guess this is what kind of service you get when ppl are greedy...
",non-info
lenten,ratingtwo,"just delete app and most of the bugs will disappear.
",non-info
lensix,ratingone,"the facebook apps are getting worse!
",non-info
lenfourteen,ratingone,"the original app was the best but thats never good enough for you people!
",non-info
lentwo,ratingthree,"wats hpning?
",non-info
lenthree,ratingtwo,"newest update sucks!!
",non-info
leneight,ratingone,"the app worked just fine before it ""updated""
",non-info
lenfour,ratingone,"new update screwed it!
",non-info
lentwentyfive,ratingone,"you'd think with this being an app that has so many complaints it would fix them instead of adding new stuff to the app??
",non-info
lenfourteen,ratingthree,"i have to use foursquare if i want to check into a new place.
",non-info
lenthree,ratingone,"deleting this trash.
",non-info
lenfour,ratingone,"you have 24 hrs facebook.
",non-info
lenthree,ratingfive,"good socail media
",non-info
lenseven,ratingtwo,"it was faster before the last update.
",non-info
lentwo,ratingone,"horrible app.
",non-info
lensix,ratingone,"one day it was all fine..
",non-info
lenfive,ratingtwo,"i hate the new updates.
",non-info
lensix,ratingtwo,"i want to old fb back.
",non-info
lennine,ratingone,"worse than the old app & that was bad enough!
",non-info
lensix,ratingone,"seriously don't bother with it!
",non-info
lenthirtyseven,ratingfour,"i think it's cool on your phone because if you don't have wifi or signal on your phone you will be still log-in and send suff to people on facebook it really cool o:-)
",non-info
lentwo,ratingone,"absolute garbage!
",non-info
lenfive,ratingone,"so tired of this crap.
",non-info
leneight,ratingone,"get your heads out ou of your a**.
",non-info
lenfive,ratingone,"one step forward, 100 steps back.
",non-info
lennine,ratingone,"simplify this fat app so it actually works again.
",non-info
lenseven,ratingone,"supposed to b updating to improve performance...
",non-info
lensix,ratingone,"very bad report on my behalf :(
",non-info
lenseventeen,ratingone,"thought the last update was horrible but i was wrong the most recent one is even worse
",non-info
lentwelve,ratingtwo,"this is one of my main lines to family in other states.
",non-info
lenthree,ratingfive,"i love facebook
",non-info
lenfour,ratingthree,"pllzz fix it asap
",non-info
lennine,ratingone,"i don't wanna download another app for that!!!!
",non-info
lennine,ratingthree,"after most recent update i am this app sucks...
",non-info
lenten,ratingtwo,"please fix so i can fix rating back to 5 star.
",non-info
lenfive,ratingone,"twitter app is way better.
",non-info
lensix,ratingone,"i wish i'd never upgraded.
",non-info
lenten,ratingone,"please bring out a better upgrade this one is whack!
",non-info
lentwo,ratingtwo,"terrible app.
",non-info
lenten,ratingone,"it's supposed to be helpful but it's not
",non-info
lenthree,ratingone,"this app sucks.
",non-info
leneight,ratingone,"what's the point of the crap updates?
",non-info
leneight,ratingone,"the other version was working fine for me.
",non-info
leneight,ratingtwo,"takes forever to update or to do anything.
",non-info
lennineteen,ratingone,"lol i've quit installing the updates because it seems when they fix one thing two more problems appear...
",non-info
lenthree,ratingone,"sucks a lot
",non-info
lennine,ratingone,"its not even my internet as webpages are fine!
",non-info
lenfifteen,ratingone,"facebook on android needs work, stop focussing on ios and look at the android side.
",non-info
lenseven,ratingone,"there are too many bugs nower days
",non-info
lenten,ratingthree,"better u guys are on the right path good job...
",non-info
lensixteen,ratingfive,"been using this app since last year and the progress is getting in the right direction :)
",non-info
lenten,ratingone,"once again there is an update that ruins the app.
",non-info
lenfive,ratingone,"only happened since last update.
",non-info
lenthirteen,ratingfour,"i haven't updated for like 2 years so its not slow for me
",non-info
lennine,ratingtwo,"i hope a update fixes it and quick too!
",non-info
leneleven,ratingtwo,"or i'll just use my browser and uninstall this app!
",non-info
lenfour,ratingone,"awful on the nexus 10.
",non-info
lenthirteen,ratingfive,"it works good on my phone haven't had any problem so far
",non-info
lennineteen,ratingthree,"so i had to uninstall it and use my phone's browser's facebook which works just as good.
",non-info
lenthree,ratingone,"won't update.
",non-info
lennine,ratingone,"until it is fixed, this app gets one star!
",non-info
lenfour,ratingfive,"ok ok ok ok
",non-info
lensix,ratingone,"can i give it zero stars??
",non-info
lentwenty,ratingone,"all suck&i end up going online to use the program over what it supposed to be the easier app.
",non-info
lenfifteen,ratingone,"fix it now or i'll do whatever i can, including stopping using fb altogether.
",non-info
leneight,ratingfive,"its screwed up the previous one is better
",non-info
leneight,ratingone,"fix the problems and i'll rate higher.!
",non-info
leneleven,ratingone,"they seriously need to get a better developer for this app.
",non-info
lenthirteen,ratingone,"currently, the app isn't even signed properly so it won't install.
",non-info
lenthree,ratingfive,"absolutely love facebook!!
",non-info
lenseven,ratingone,"update my atatus already tried installing again.
",non-info
leneight,ratingone,"i've never had problems until this update.
",non-info
lenthree,ratingone,"soooo many errors..
",non-info
lenfive,ratingone,"wtf did you guys do?!
",non-info
lenseven,ratingone,"my phone want even download the update.
",non-info
leneight,ratingone,"what the hell is wrong w u guys...
",non-info
lenseven,ratingone,"u guys should all lose your jobs.
",non-info
lentwo,ratingone,"htc thunderbolt.
",non-info
leneighteen,ratingone,"i would get on this other wise there's not much good to be said for this app
",non-info
leneleven,ratingfive,"never had problems with this app before or after any updates
",non-info
lentwo,ratingfive,"great app
",non-info
lenseven,ratingthree,"happened on my fianc¨¦'s razr m too
",non-info
lentwo,ratingone,"horrible app....
",non-info
leneight,ratingone,"reinstall again also didn't settle my prob.
",non-info
leneight,ratingone,"plz fix this prob as soon as possible.
",non-info
lenseven,ratingfive,"i love it like on da real
",non-info
lenfive,ratingone,"was great til latest update.
",non-info
lennine,ratingone,"but can if i go on the web browser.
",non-info
lentwentythree,ratingone,"that needs sorting, it's not my phone or connection as i use other apps all the time including sat nav without problem.
",non-info
lentwentythree,ratingfour,"if you can't see any pictures or are having other issues try uninstalling then installing the app, and then restart your phone.
",non-info
lentwo,ratingfive,"super app
",non-info
lensix,ratingtwo,"you'll need to update asap!
",non-info
lenten,ratingtwo,"can't this app go one day without any problems?
",non-info
lenfour,ratingtwo,"this app is aidsy
",non-info
lensixteen,ratingone,"i hate android facebook app its annoying too much they should update it plz 1 star only
",non-info
lenfive,ratingthree,"posts via facebook for android
",non-info
lentwo,ratingone,"sooooooooooooo stupid
",non-info
lenthree,ratingthree,"nt so cool..
",non-info
lenseven,ratingone,"facebook was fine before the lattest update!!
",non-info
lenfour,ratingtwo,"i shouldnt have upgraded.
",non-info
lenten,ratingone,"seems facebook keeps spinning it's wheels trying to update.
",non-info
lentwelve,ratingthree,"i loved the new update but this latest update messed it up.
",non-info
lennine,ratingone,"i have tried uninstalling & installing again but still nothing.
",non-info
lenfive,ratingfive,"awsme app,,, i love it,,, :)
",non-info
lenthirteen,ratingtwo,"it was awful before the updates by knockin me out of the app.
",non-info
lenfour,ratingtwo,"it keeps getting worse.
",non-info
lentwelve,ratingone,"i hope you can make the app just like the ios version.
",non-info
lenseventeen,ratingone,"it's more reliable to use facebook in the web browser of the phone than the app.
",non-info
lenthree,ratingone,"sucks soooo much!
",non-info
lenten,ratingone,"the update before the recent one was so much better!
",non-info
lensix,ratingone,"this is the worst app ever!
",non-info
leneleven,ratingone,"i seriously used it for a month and it stoped working
",non-info
lensix,ratingfive,"the updates to facebook are improving..
",non-info
lenfour,ratingfive,"facebook definitely gets 5 stars!
",non-info
lensix,ratingone,"gets worse with every update thanks :-/
",non-info
lenfive,ratingone,"all the time, hate that!!!
",non-info
lennine,ratingfour,"sucks tried getting rid of if it horrible app
",non-info
lennineteen,ratingtwo,"i think this is why words with friends won't work anymore either since it ties into facebook friends.
",non-info
lentwelve,ratingone,"for such a high quality site, your app is very poor quality.
",non-info
lentwentythree,ratingfour,"now if i plan to write a long-ish post, i type it in my notepad app, and cut&paste it into facecbook.
",non-info
lennineteen,ratingfour,"this is very annoying, please fix this (i'm using s3, don't know if the bug is phone-specific).
",non-info
lensix,ratingfour,"otherwise i'd give it 5 stars.
",non-info
lensix,ratingfour,"not critical, but would be handy.
",non-info
lentwentyfour,ratingone,"not only is this annoying but it is very frustrating when i'm trying to talk to my husband who is deployed in afghanistan.
",non-info
lensixteen,ratingone,"facebook is our main source of communication when he gets some (not often) time to talk.
",non-info
lenfive,ratingtwo,"it becomes worse than previously
",non-info
lentwelve,ratingone,"this app is the worst, i ever seen on a samsung phone.
",non-info
leneight,ratingthree,"it's not the best app for facebook.
",non-info
lenfive,ratingthree,"their mobile site loads better.
",non-info
lenthirty,ratingthree,"i don't know if it's just because i have an older phone, or if it's their app, but either way, the other social media apps work better.
",non-info
lenfour,ratingone,"the newest update sucks...
",non-info
lenfive,ratingone,"app fails all the time
",non-info
lennineteen,ratingone,"there are way too many problems with this app for me to recommend anyone to install one there device.
",non-info
lenfive,ratingone,"needs to improve, otherwise 5star app
",non-info
lenfour,ratingone,"this app sucks bad.
",non-info
lennine,ratingone,"i use the internet instead most of the time.
",non-info
lenfifteen,ratingtwo,"its so irritating i don't even like to use it like i used to.
",non-info
lensix,ratingthree,"5 stars if these issues are resolved!
",non-info
lennine,ratingfive,"its the best in convenece but needs an update
",non-info
lentwo,ratingone,"fuckin sucks...
",non-info
leneight,ratingtwo,"i have to constantly remind me of that
",non-info
lentwelve,ratingone,"if i didn't move across country i would delete this app...
",non-info
lenthirteen,ratingone,"it's been like this for 3 updates now seriously this is getting old.
",non-info
lenten,ratingone,"if i knew more people with google + i would switch.
",non-info
lenseven,ratingone,"this deserved rating in negative if possible
",non-info
leneleven,ratingone,"you guys really need to get it together for fb mobile.
",non-info
lenfour,ratingone,"it keeps getting worse.
",non-info
lenfourteen,ratingone,"some of the screw ups that i can even remember, there's so many...
",non-info
lenthree,ratingthree,"but need improvement
",non-info
lennine,ratingthree,"the older version of this app is much better. :(
",non-info
leneight,ratingone,"more than a month now without the app.
",non-info
lenfive,ratingone,"will not update or install.
",non-info
lenfive,ratingone,"despite having full lte signal.
",non-info
lenthirty,ratingtwo,"every time i see there's an update for facebook i just know there's a chance of decreased quality in the app but this last one was especially horrible.
",non-info
leneight,ratingtwo,"they really screwed the pooch on this app.
",non-info
lenseven,ratingone,"getting worse each day after last update.
",non-info
lensix,ratingone,"i have to restart app often.
",non-info
lenten,ratingone,"this app is now total and utter piece of crap.
",non-info
lenthree,ratingthree,"verry good software
",non-info
lenfour,ratingone,"i hate this app...
",non-info
lenten,ratingtwo,"i don't uderstand why you people not doing anything.
",non-info
lenthree,ratingone,"makes me sad.
",non-info
leneight,ratingone,"please fix this then dont do anymore updates!!!!
",non-info
lenfifteen,ratingone,"please update it very soon earlier update was much much faster than the latest update.
",non-info
lenfour,ratingfive,"facebook is da best
",non-info
lensixteen,ratingone,"if you want your memory taken over by just one app then this is for you.
",non-info
leneleven,ratingone,"soon the only operating app is going to be just this.
",non-info
leneleven,ratingfive,"i like this app very much but it could use chat
",non-info
lenfive,ratingone,"becoming worse after every update.
",non-info
lenten,ratingone,"i uninstalled and now i use messenger and opera browser.
",non-info
lennine,ratingone,"why is messenger getting better and facebook becoming worse?
",non-info
lenfour,ratingfive,"suck after update it...
",non-info
lenfourteen,ratingone,"if you are looking at updating this app i sincerely hope you don't.
",non-info
lenfour,ratingone,"worst app update ever.
",non-info
leneight,ratingone,"used to have a 5 star rating from me
",non-info
lensix,ratingfour,"fb should pay attentions for that
",non-info
lentwo,ratingfive,"awsum app...?
",non-info
leneleven,ratingone,"dont really like using facebook mobile but at least its reliable.
",non-info
lensix,ratingone,"always used for higher level mobiles.
",non-info
lentwentysix,ratingtwo,"i have the samsung galaxy exhilerate, which is a very fast phone so i know its not because of that, i'm also running jelly bean.
",non-info
lenfour,ratingfive,"very nice one lool
",non-info
lenfour,ratingone,"is completely a crap.
",non-info
lentwelve,ratingone,"due seems like nobody at facebook tests properly for the real world.
",non-info
lenten,ratingone,"its almost like they assume facebook is the only app.
",non-info
lenseventeen,ratingone,"i've not exploited google's yet, but facebook is starting to push us users that way.
",non-info
leneight,ratingone,"wake up facebook, start developing apps like grownups.
",non-info
lennineteen,ratingone,"hassling out crap app updates is going to be your demise if you don't get your act together.
",non-info
lensix,ratingfour,"shuts off some times but good
",non-info
leneight,ratingone,"the app is a streaming pile of crap.
",non-info
lentwelve,ratingone,"always has been, and i don't expect better in the future.
",non-info
lenthree,ratingone,"very poor app
",non-info
lenten,ratingfive,"fb is always a bigest addiction to all nd me 2...
",non-info
lenthree,ratingone,"updates always suck -.-""
",non-info
lensix,ratingone,"never using fb on phone again.
",non-info
lenfive,ratingtwo,"gets worse with every update...
",non-info
lentwo,ratingtwo,"becoming useless...
",non-info
lenfifteen,ratingone,"so i'm rating it 1 because it is the only possible rating i could give
",non-info
lenfour,ratingone,"really poor, buggy app.
",non-info
lenthirteen,ratingone,"using the website is a lot quicker and i can actually post things.
",non-info
leneight,ratingone,"samsung stratosphere the app won't even work.
",non-info
lenfour,ratingone,"your app sucks, schmuckerberg.
",non-info
leneighteen,ratingone,"i have a motorola electrify and facebook will not allow any facebook apps to function on my phone..
",non-info
lenfourteen,ratingone,"so i'm paying the price for these electronic moguls to feed their fued..
",non-info
lentwentyone,ratingone,"what wrong with facebook app on android since there was nothing wrong with ios facebook app in my iphone before this..
",non-info
lenfourteen,ratingone,"i am always going toy browser to reply back, too much waste of time..
",non-info
lentwo,ratingone,"app deleted.
",non-info
lennine,ratingone,"so stop tampering with something that worked perfectly well
",non-info
lennine,ratingone,"after the update it's not working any more.
",non-info
lenfive,ratingfive,"i wan't update it.
",non-info
lenfour,ratingfive,"no need to comment........
",non-info
lenfour,ratingone,"seriously, what happened dude?
",non-info
lensix,ratingtwo,"not thrilled with the new version.
",non-info
lennineteen,ratingthree,"have you actually seen the facebook appstore app please try to put the android app up to that standard .........
",non-info
lensix,ratingone,"getting annoyed with the new update
",non-info
lensix,ratingone,"previous updates were a lot better!
",non-info
lenten,ratingone,"much much easier to use facebook through the browser now :(
",non-info
lenthree,ratingtwo,"galaxy siii user!
",non-info
lensix,ratingfive,"open facebook faster and photos also
",non-info
lentwelve,ratingone,"i have samsung s2 n my friend who has s3 has the same issue.
",non-info
lenfive,ratingone,"is fb boycutting samsung phones?!
",non-info
lenten,ratingone,"i realized most samsung users have problems on this app.
",non-info
lenfifteen,ratingthree,"this app needs to be a lot more vanilla instead of jam-packed with bloatware.
",non-info
lenthree,ratingone,"just plain terrible
",non-info
lenten,ratingone,"it used to be better before i allowed the update.
",non-info
lenthree,ratingone,"worthless to download
",non-info
lenseven,ratingone,"i like the old one way better.
",non-info
lentwo,ratingone,"horrible app!!
",non-info
leneleven,ratingone,"i rarely leave bads reviews, but this app has earned it.
",non-info
lensix,ratingone,"this fb app for android stinks!
",non-info
lenfive,ratingone,"many more cons than pros.
",non-info
lenfour,ratingtwo,"i like this application.
",non-info
lenseven,ratingtwo,"but i want my update via samsung.
",non-info
lennine,ratingfive,"facebook is the best red social of the world
",non-info
lenfive,ratingfive,"installed and it works fine
",non-info
lenseven,ratingone,"fix whatever went wrong with this update!
",non-info
lenten,ratingone,"have to use my browser until you fix this app.
",non-info
lenseven,ratingone,"you guys have to fix this soon!!!
",non-info
lenthree,ratingone,"makes me mad!!!
",non-info
lentwo,ratingfive,"cool app
",non-info
lenfourteen,ratingfive,"i like facebook everyone has one so i decided to make my facebook page
",non-info
lentwelve,ratingtwo,"its really good im able to connect with my friends more easily
",non-info
leneight,ratingone,"please fix this then dont do anymore updates!!!!
",non-info
lenfourteen,ratingtwo,"it acts up too much if they fixed it i would rate it 5 stars
",non-info
lenthree,ratingfive,"easy facebook access
",non-info
lentwelve,ratingthree,"had to go back to the factory version for the time being.
",non-info
lennine,ratingthree,"did not have this problem until last couple updates.
",non-info
lenfour,ratingone,"my connection is okay.
",non-info
lenthree,ratingone,"time to update!
",non-info
lenfive,ratingone,"sick of pls fix it!!!!
",non-info
lenten,ratingone,"its sad when the browser works better than the app.
",non-info
leneight,ratingone,"clearly, it has a flaw along those lines.
",non-info
lenthirteen,ratingtwo,"makes me not like my phone sometimes but it's clearly the app.
",non-info
lenfive,ratingthree,"actual improvements would be nice.
",non-info
lenseven,ratingtwo,"it sucks but i've seen worse.
",non-info
lenfifteen,ratingtwo,"facebook has a lot of work to do though and they better do it asap.
",non-info
lensix,ratingone,"removed it and using just browser
",non-info
lenfive,ratingfour,"then i'll give 5 star...
",non-info
lentwelve,ratingone,"i don't like how every time i go on the app.
",non-info
lenthirteen,ratingone,"the non-app version doesn't have all the crap in the stream.
",non-info
leneleven,ratingone,"i get social, but where is my option to opt out.
",non-info
lenfive,ratingfive,"best facebook app for chat
",non-info
lensixteen,ratingone,"i had to uninstall your app then reinstall it by updating to get it to work.
",non-info
lensix,ratingone,"please your updating screws it up.
",non-info
lenten,ratingone,"so from now on i will not allow automatic updating.
",non-info
lenseven,ratingone,"i will manually update the app myself.
",non-info
lenseven,ratingone,"still no stars over one, for rating!
",non-info
lennine,ratingfour,"works really well on my android razor love it
",non-info
lenthirteen,ratingthree,"i have to go to the internet on my phone amd do it.
",non-info
lentwelve,ratingone,"ive uninstalled and reinstalled expecting something different but getting the same results.
",non-info
lensix,ratingone,"just call me and this ""insane!""
",non-info
leneight,ratingone,"how can i enjoy fb with these issues???
",non-info
lentwenty,ratingfive,"what is totally awesome because blackies are the ask i need to use cut my friends and stuff my facebook.
",non-info
lennine,ratingtwo,"all aspects of the app are spotty at best.
",non-info
lenseven,ratingtwo,"using web browser to surf facebook now.
",non-info
lenfour,ratingfour,"i love the app!
",non-info
lenseven,ratingtwo,"have reported numerous times with no fix.
",non-info
lennine,ratingone,"my facebook was working good in till my update.
",non-info
lenfour,ratingone,"amazing app love it <3
",non-info
lenfour,ratingone,"lots of errors problems!
",non-info
lentwelve,ratingthree,"it hardly ever works, and i'd love to see it fixed.
",non-info
leneight,ratingone,"i am sooo in agreement with paul rowland!
",non-info
lenseventeen,ratingone,"i can't tell u how upsetting it is to see an app that has over 100,000,000 users
",non-info
lennine,ratingone,"have uninstalled multiple times and updated, but nothing helps.
",non-info
lentwentytwo,ratingfive,"it isn't compatible with rootbox rom on android 4.2 on the market, but i searched the web and it installed just fine
",non-info
lentwentyone,ratingone,"is it that hard being a massive coporation to listen to your users and make an app that f*cking works!
",non-info
lentwo,ratingfive,"fb forever
",non-info
