Review,Relevant
"so amazing and addicting!
",0
"lets say, not suitable for kids!
",0
"best game eva lol
",0
"its great i love my fishes =)
",0
"what a cool game!
",0
"so many things to do and ways to earn coin and fishbucks.
",0
"very cool and why i gave a 5 star rating.
",0
"looks great on a tablet!
",0
"fun and good to keep you busy
",0
"i really love this game it keeps me busy and i love fish i have 10 real aquariums at home lol very addicting.
",0
"even my kids love it.
",0
"fun game
",0
"awesome gome keep up the good work!
",0
"install it and play to appreciate it!
",0
"two thumbs up for ths!
",0
"pimpin game no lie
",0
"i really love this game, and best of all its free
",0
"i think it is well made, not at all difficult to figure everything out.
",0
"i have only had it installed for a couple days so i don't have much to comment on yet.
",0
"great to pass the time!
",0
"keep it up tap fish friends!
",0
"i like to play this game in my spare time my mom is a sirius player tapfish makes me feel like i have my own fish other than the fact that i don't have to change the water!
",0
"love this game
",0
"love it its addicting
",0
"all i can say is that this is an awesome game.
",0
"i love tap fish.
",0
"great fish
",0
"when i'm bored this helps kill time
",0
"love diss game
",0
"great nd fun
",0
"love this app its cute but u run out of things to do quick.
",0
"the game is so much better than it was previously!
",0
"tapfish is awesome!
",0
"thanks wonderful game!:):)
",0
"its cool except the last time i forgot to feed all of my fish & all of them died -___-
",0
"i love this game
",0
"fun game
",0
"i have it on my i phone 5 so i know how to play it
",0
"love my fish!
",0
"great app
",0
"iove all of the different fishes and there colors!
",0
"its a grate game play all the time :-)
",0
"this is a fun and easy app to past the time away.
",0
"it is a fun game the thing i like about it is that it gives me something to do.
",0
"but it also is better than hacking a real fish tank and handling water and tank accessories ect.
",0
"love this game
",0
"easy simple and fun
",0
"love this game
",0
"this game helps pass time for yourself or little ones.
",0
"just for kicks, its a good game.
",0
"thats the only reason i rated five lmfao
",0
"i like it and i don't see anything wrong with it
",0
"i enjoy it any tips?
",0
"but enjoy the game
",0
"fun app keeps me busy and entertained while i wait at work.
",0
"cant stop playing
",0
"i like this game (:
",0
"reilly fun to play
",0
"tap fish is awsome
",0
"great game!
",0
"this is a very fun game to play
",0
"all the options for the decorations and the fish are so pretty.
",0
"also, great time killer for my kids in the store/car/waiting room.
",0
"im addicted!
",0
"ti's not an awesome game but it's not a horrible game it helps you to take care of animals or in this case fish
",0
"it's fun when u play it a lot like me
",0
"good game for ppl who dont hav pets
",0
"fun and amusing to see what kinds of fish are created.
",0
"its fun when u bored
",0
"its fun and i like how it takes a few days so you dont have to check on it every second
",0
"i really love this game!
",0
"great game
",0
"love it awesome!
",0
"fun game for the whole family!
",0
"pretty neat.
",0
"tap fish
",0
"love this game!
",0
"love this game!
",0
"my two year old loves this app .
",0
"yes i luv this game it cool i luv the breeds and every thing bout it
",0
"tap fish
",0
"nice and entertaining.
",0
"pretty, not buggy, and i like how you can still advance pretty well (albeit more slowly) in the game without buying fishbucks.
",0
"i love this game is it so fun and i love when you can breed fish and decorate the tank
",0
"but i green snapper it up get alot of money and xp then i buy fresh water bass you get 7 coin profit but it take only 1 hour instead of 4 hours.
",0
"this is a great game
",0
"like i said love it
",0
"it's cool just need more money
",0
"the first thing that i downloaded on my new android phone was tapfish :)
",0
"before facebook, before my pictures or songs , before any other apps or games !
",0
"i absolutely love this game !
",0
"its so relaxing to play but also rewarding because you build your beautiful tanks by yourself and at your own pace !
",0
"i would definately recommend this game to anyone, young or old .
",0
"even my 13 yr old plays !
",0
"wonderfully addicting !
",0
"brill game
",0
"some of us cant afford to spend real money to speed up breeding or buy new tanks.
",0
"love this game
",0
"must play good game
",0
"fun game to pass time
",0
"excellent game  i feel its my tank in home and i m taking care of that
",0
"me & son started playing this game a few months ago & we both have become addicted to it!
",0
"we love all the different events & all the prizes.
",0
"we also like the daily prizes & the jackpot spin!
",0
"we always win such awesome gifts!
",0
"we will be playing this game for as long as it is available as an app on my phone!
",0
"thanks for such a terrific & fun game!
",0
"this game is a great game play it all day everyday
",0
"its fun to have when u are bored and does not freeze(transform ultra).
",0
"works great better than when on my intercept.
",0
"gear game i love it
",0
"nice make me think i have a real one
",0
"i love this game  its fun for the hole family
",0
"love the fish
",0
"love the game
",0
"great game
",0
"so amazing and addicting!
",0
"game hay
",0
"verr fun
",0
"it a fun game
",0
"can't help be to keep playing
",0
"its really a time killer and i love how you can vist nabghers
",0
"keep me occupied, good tool to cope with stress.
",0
"great game
",0
"tapfish 2 for ipod is better but still addictive in android version
",0
"great game!
",0
"this game is so super cute and relaxing.
",0
"i love this game.
",0
"all around i love this game.
",0
"thank you for the frog event, i love frogs.
",0
"best game everr
",0
"good game i love it
",0
"i like fish tanks and this is easy to maintain only downside to this is the time it takes to breed fish i realy like this game.
",0
"i realy like this game it is fun for both my wife and i
",0
"this is a great game
",0
"so, my boss got this and bugged me to get it.
",0
"now i'm more addicted than she is.
",0
"it's pretty boring until you get a lot of tanks.
",0
"great game love it
",0
"cool game give it five stars
",0
"play on it all day and nite
",0
"i like this gems osama
",0
"i love this game
",0
"i love to play to pass time and calm nerves
",0
"love the game.
",0
"i love this game
",0
"you just need some patients
",0
"love playing this
",0
"i and i'm glad there are finally new events!
",0
"great game
",0
"it might a scam app.
",0
"like this game takes forever to earn money for good fish though
",0
"best game i ever played
",0
"i'm kinda over this game.
",0
"the next update needs to be something awesome and soon or i'm going to uninstall.
",0
"its a cool game
",0
"cool game
",0
"thank you for the neat event fish.
",0
"i love them, they are neat looking.
",0
"i'm glad for the inventory.
",0
"my favorite part about tap fish is when you get to breed the fish.
",0
"its fun when u r waiting somewhere like dr office or while ur wife shop or (browsers!)
",0
"excellent game
",0
"i looooooove this game.
",0
"but i'm still playing just started from beginning again ):
",0
"great game for whole family !
",0
"i love this game.
",0
"breeding new fish and creating beautiful tanks for them to swim in!
",0
"very user friendly. .
",0
"real fun watching fish
",0
"i had a beta fish i loved him he passed away this is wat helps me througt it
",0
"tap fish
",0
"super game
",0
"i loooove this game keeps me busy add me as a friend sarah3829 thanks
",0
"better than fish tycoon
",0
"it will be the funes game u will ever play
",0
"i have enjoyed playing this game.
",0
"otherwise a fun game and my grandson likes seeing all the fish.
",0
"nice way to teach responsibility
",0
"this game is so much fun and addicting!
",0
"this game is great for wen u dont have tons of time on ur hands but something to do wen need.
",0
"also keeps ur lil ones busy teaches responsiblities as well :)
",0
"when the ads go away the fishes can play
",0
"great app.
",0
"it is a great game.
",0
"i love this game!
",0
"i love this game
",0
"nice game
",0
"love this game!
",0
"so much nicer than a real aquarium.
",0
"fun little game that doesn't require a lot of time to play.
",0
"great for teaching children about taking care of animals.
",0
"if the kids want a dog or cat, set them up and have them try to keep it alive for 6 months or so then if they do it consider the puppy or kitten.
",0
"cool game when it wants to work
",0
"it erm passes time well
",0
"good way to kill time
",0
"if you r patient and like aquariums u will like this app!
",0
"to rate the hiyist
",0
"its the 100 coin fish.
",0
"great game
",0
"very fun and interactive game
",0
"amazing game!
",0
"pretty cool and fun after you get used to it.
",0
"very relaxing to play and attractive fish.
",0
"passes time good game
",0
"love my fish!
",0
"happy to hear i can transfer to new fone.
",0
"cool game
",0
"i love this game
",0
"this game is great for wen u dont have tons of time on ur hands but something to do wen need.
",0
"also keeps ur lil ones busy teaches responsiblities as well :)
",0
"my niece and i play all the time
",0
"silly way to pass time.
",0
"best most addicting game  idont know if you have eels but  if they dont then its a must do.
",0
"the game is a good relaxing game.
",0
"when issues are found or updates make things work badly, the team is quick to correct it and release an update.
",0
"all caught up clicking cows, i mean fish.
",0
"happy sounds, cute fish, options to spend real money for fish and tank decor.
",0
"fun fun fun!
",0
"my kids love it and it's relaxing.
",0
"better than a real tank;)
",0
"great game
",0
"i give this game 5 star
",0
"love this game
",0
"i love it very addicting
",0
"love this game very addicting!
",0
"this game rocks
",0
"really fun game to make unique fish and interact with others
",0
"tap fish
",0
"sooo fun
",0
"so far this game has been fun.
",0
"awsome game !
",0
"i love this game!
",0
"i did the bee theme as my first one and was unaware that i would lose them.
",0
"other fish games have them.
",0
"awesome fun
",0
"play n be my hommy
",0
"i'm giving them smother three months to get it together, and if not right, i'm.done forever.
",0
"my daughter loves it
",0
"fishtastic fun
",0
"awesome game love my fishies works great on droid razr
",0
"i just had to say this game is so realistic and very cool
",0
"i love this game
",0
"awesome app
",0
"easy and fun to play.
",0
"i love this game.
",0
"this game is awesome!
",0
"love da fishies
",0
"love the colors and graphics.
",0
"i contacted customer service.
",0
"they resolved the problem & credited my account 26 fish bucks!
",0
"they are awesome & really care about customers!  :-)
",0
"great game
",0
"tap fish
",0
"fun little game
",0
"nice n relaxing game.
",0
"really addicting and enjoyable.
",0
"its a good game i just dont wanna waste money on it.
",0
"thats why i got it in the free section.
",0
"great game
",0
"its great i spent most of my time on it
",0
"this game is grate if you don't want to compleat it within a week if you than this is not the game for you.
",0
"look at this they deleted my comment.
",0
"and the people who made this wont answer their phone.
",0
"these ppl only care abouy their self
",0
"love this game!
",0
"fun game
",0
"love the special challenges.
",0
"great game!
",0
"it's a fun game for the kids
",0
"sooo fun
",0
"awesome awesome game is very adicting
",0
"love out, helps me pass time very peacefully
",0
"tap fish
",0
"great game
",0
"tap fish
",0
"i haven't found anything wrong with it yet.
",0
"love it can't wait to try and breed a pig fish
",0
"my daughter loves this game.
",0
"the ads aren't annoying and there is a lot you can do without spending money.
",0
"spent hours having fun with tap fish.
",0
"great game to past the time with
",0
"love this game very addicting!
",0
"i love it, am addicted
",0
"love this app!
",0
"good fun and addictive
",0
"then relax watching them.
",0
"my tap fish
",0
"i miss my pet turtle speed :-(
",0
"its a great app!
",0
"for things i feel are much to high and unreasonable.
",0
"i love to grow fish but do to my busy not able to maintain that.
",0
"it helps me to get out of that sadness.
",0
"it's a great & relaxing game
",0
"i'm not allowed to own fish so this is the perfect substitute.
",0
"it teaches you responsibility too.
",0
"like you have to fees them clean them etc.
",0
"great i love it
",0
"great fun app
",0
"this game is a great game, it is lots of fun and enjoyable!
",0
"if you like fish games this is your game.
",0
"luv this game!
",0
"i love this game
",0
"i have never stop playing it
",0
"pure awsome
",0
"fun game
",0
"this a great game if u love fishes, i love fishes n i feel like i have my own aquarium :p .
",0
"i love this game.
",0
"awesome game!
",0
"i love this game.
",0
"its a great game and really easy to use.
",0
"i enjoy breeding fish and making my tanks look good.
",0
"i used to play this way back when and i like that there are events to do now and requests to do.
",0
"love this game very adictive and fun
",0
"i love this game!
",0
"aside from that, this game is so interesting and fun with beautiful graphics.
",0
"cool game
",0
"its fun and interesting to play.
",0
"its a fun game that make u care about your fish and never letting them die if you dont clean the tank.
",0
"tap fish
",0
"best game ever played
",0
"enjoy looking at all the different fish.
",0
"it is neat just like a real aquarium.
",0
"kinda addicting!
",0
"its great to sell and buy neat looking fish and learn all there names.
",0
"tap fish great game
",0
"nice game too chill with,
",0
"i really enjoy my new pets!
",0
"i really like this game.
",0
"my friend introduced me to tap fish almost a week ago, and i fell in love with it right away.
",0
"i like the fact that you van use our aquarium as live wallpaper.
",0
"if you like fish and fun than this game is for you.
",0
"the only thing is that the game looks better on bigger phones.
",0
"other tjan that really great game!
",0
"simple fun and addicting
",0
"the fish make me horny and excited love it so beast
",0
"stoner game lol
",0
"its a cool app to pass time.
",0
"i like this game (: yayyy!
",0
"wonderful game i always play it all the time
",0
"i used to love this game but not any more.
",0
"it's great when i've just got a few minutes spare every 3/4 hours, to look after my fish.
",0
"an easy & creative game.
",0
"i really enjoy tap fish.
",0
"love this game
",0
"lots of fun
",0
"the best fun with kids.
",0
"i've always wanted an aquarium, but never really had the funds (or skills) to.
",0
"love this game
",0
"entertaining game that's lots of fun but oh so addictive!
",0
"and you can get caught up in spending way to many hours before you know it! :)
",0
"but i love that you can't ever get bored with it because they are always adding events and little challenges to keep it fun!
",0
"great game!
",0
"excellent graphics and fun to play.
",0
"waiting for fish to grow with challenges and tasks.
",0
"tryed reinstalling and took everything away hate this app unninstalled
",0
"great fun
",0
"add me stolenvoices
",0
"then i realized how money driven some of the stuffs are.
",0
"also graphic can be much to desire compared to other fish game i have played.
",0
"still, i give it a 3 stars because there are other things that you can do if you don't mind waiting months/years to get somewhere.
",0
"total mock off of fish live.
",0
"great, but i wish they would fix this version.
",0
"excellent game for both kids and adults, hours of fun :)
",0
"relaxing fun
",0
"i enjoy playing this game daily
",0
"love this game
",0
"highly addictive but quite relaxing to!
",0
"a very good fun game.
",0
"great game
",0
"awesome game for fish lovers
",0
"its a good game for kids
",0
"fun game
",0
"my four year old daughter and i  really love this game.
",0
"awesome game, very addicting!
",0
"i begged for help many, many times & waited for days.
",0
"my kids enjoy it.
",0
"enjoy the game
",0
"this is an awesome game, although it takes real commitment to actually achieve anything worth while
",0
"i love the game makes my man jealous.
",0
"specially since we have quest to complete
",0
"love it great game
",0
"cool game i love my fish lol
",0
"best game ever played
",0
"super fun and easy
",0
"i have been enjoying the fun of having a fish tank without the expense or time of setting up a real one (which i will do again someday when i can).
",0
"i like the interesting breeding combos and the fun quests.
",0
"customer service is also excellent.
",0
"i love this game!
",0
"tapfish rosks especially the candle fish
",0
"tap fish i like
",0
"i wonder if i have a thank which is containt my invited facebook friend fishes
",0
"love this game!
",0
"this game is so very fun to play
",0
"lovely game
",0
"random words forming random sentences so i can be left alone.
",0
"its a fun way to play just for a little bit.
",0
"then you must wait for your fish to mature.
",0
"then sell them and play for another 5 or 10 minutes.
",0
"its a bored moment killer.
",0
"great game
",0
"love this game !
",0
"my daughter is 16 months nd she loves watching  the fish and trying to play
",0
"i love this game.
",0
"very fun game
",0
"great addicting game
",0
"i'm not allowed to own fish so this is the perfect substitute.
",0
"it teaches you responsibility too.
",0
"like you have to fees them clean them etc.
",0
"but there is one flaw i hate.
",0
"great app for my kids!
",0
"this game is really fun!
",0
"im not one to sit around and play games on my phone, the few i have  down loaded hasnt held my interest for long.
",0
"tap fish has.
",0
"i love the events they have and like going to other neighbors tanks and seeing what kind of fish they have.
",0
"i havent had any problems with the game loading or not responding.
",0
"i love tap fish!
",0
"i luv taking care of the fish.
",0
"great app i have fun with it when im bored.
",0
"gotta love the fishes
",0
"addictive fun :-)
",0
"yeah yeah 2 free fishbucks!
",0
"fun to play
",0
"awesome game
",0
"i think it's exciting to see the fish grow and decorate the tanks.
",0
"i'm still new to the game but i'm slowly learning.
",0
"you need to me able to do more stuff between being able to do the stuff already.
",0
"hi, even though i havent downloaded it, it caught my eye !!
",0
"i will come back to yiu once i played it !!
",0
"keep an eye out for more of my coments !!!
",0
"great game, but you can't pause it.
",0
"fun fun fun
",0
"i love this game
",0
"love it great game
",0
"sooo fun
",0
"i love this game.
",0
"i've been playing for over 2 years now.
",0
"lots of fun!!!
",0
"my kiddos love it.
",0
"this game is grate
",0
"reliable and beautiful graphic , everyone can play it
",0
"i like this app
",0
"addicted to this game.
",0
"my daughter plays this game like she has real fish...
",0
"allows you see fifteenth kinds of fish you never seen in your life.
",0
"is an awsome game, i love it, i love how there salt water mixed with fresh lol, and you can breed all the fish.
",0
"the game is great i would recommend it for children,teenagers,and adult.
",0
"its fun to play but its addicting but its alot of fun.
",0
"so not top stars.
",0
"they kept trying until they finally fixed what was wrong.
",0
"they spent the time to work with me until they figured out what was wrong.
",0
"so i'm changin my rating to 5.
",0
"great game.
",0
"but wat do u expect.
",0
"gotta make money somehow.
",0
"nothings free in this world, but aids!
",0
"i love this game!!!
",0
"this game is great
",0
"fun app and i recommend it to any age!!!!
",0
"this game rocks
",0
"i love this app!
",0
"i play nearly every day.
",0
"really addicting and enjoyable.
",0
"love this app
",0
"great game
",0
"madly addicting love it
",0
"great game
",0
"love the game.
",0
"i love this game
",0
"great game fun to play
",0
"cool game
",0
"love the game
",0
"lovely game
",0
"this game is cool
",0
"great game love it!
",0
"i love this game!!!
",0
"the fish are great and the deco is beautiful.
",0
"i read online that u can send messages and gifts to neighbors but i cannot?
",0
"love this game!
",0
"the closest thing to a real aquarium i have!?
",0
"i love this game!!!!
",0
"it is fun to just watch
",0
"love love love!!!
",0
"tap fish
",0
"great game totaly addictive
",0
"i love it guys you rock
",0
"love love love
",0
"love this app!
",0
"love this game!
",0
"it lets me be so creative and pick fish as my pet that i have always wanted
",0
"i love my fishes now only if i can get real fishes without anyone killing them  :-( ....
",0
"tap fish
",0
"help pass time
",0
"its great ive had it for months slightly addictive but now my partner addicted to :-)
",0
"love seeing what combinations i can come up with.
",0
"so fun to play!
",0
"i spend more time on this than any other game so far...
",0
"nice game
",0
"if you don't feed them for a day all the fish die.
",0
"like the game we'll  see if it stands the test of time and my a.d.d. tendencies.
",0
"it's taken me 3 weeks to get 4 tanks,  and that took all my coins.
",0
"excellent game
",0
"my daughter and i love playing this game.
",0
"we love getting on and feeding our fish
",0
"this game is awesome its like having aquariam right in your hands live'!
",0
"great fun
",0
"it is a really fun game and super fun very addictive.
",0
"excellent application
",0
"i played this game a year ago.
",0
"awesome game, great for kids too!
",0
"spectacular customer service if needed...
",0
"i love this game.
",0
"i have not had it long but i am enjoying.
",0
"when i wake up in the middle of the might i take care of my tanks.
",0
"when i need my son to be relaxes and stay quite i give him the phone and he takes care of my fish.
",0
"we love this game.
",0
"love this game.
",0
"i love this game..
",0
"i love this game..so much so that i have it on my phone and tablet!
",0
"great game way to the time
",0
"love this game
",0
"btw, a quick way to make tons of coins is to.get tank happinesses to 90% or more, fill it with 1 hour bigmouth basses and sell them one by one when full grown.
",0
"i have always wanted to have a collection of fish, now i can without the hassle of really cleaning the tanks. :)
",0
"great game
",0
"love love love this game..
",0
"love this game very addictive
",0
"cool game
",0
"i love this game
",0
"awsome gane
",0
"love it and i am on it everyday.
",0
"five out of five
",0
"love the game
",0
"i like this game..
",0
"great game
",0
"i recommend you getting this game!
",0
"i like tap fish...
",0
"its fun and safe for my little sister to play...
",0
"nice n relaxing game.
",0
"its a fun game that make u care about your fish and never letting them die if you dont clean the tank..
",0
"i love this game
",0
"fun if u ennjoy fish tanks
",0
"i love this game it has been deleted off my phone like three or four times but i keep getting it back i just love it...
",0
"it is enjoyable but it is just a game
",0
"awesome g sarap mg alaga
",0
"i love this game!!
",0
"its a great time killer when waiting...
",0
"this is a fun game to kill time.
",0
"my daughter & i play this game a lot.
",0
"go to fish live if you want a good fish game
",0
"its a super hit game must try
",0
"the games pretty cool i guess
",0
"i love this game!!!
",0
"but this game i don't want to sell my fish:(
",0
"the app runs so smoothly....
",0
"what happened to tap fish plus?
",0
"i love this game.
",0
"i play it with my little sisters and it helps teach them responsibility.
",0
"am only 13 and love this game.
",0
"if anyone wants to add my as a friend for ps3 or tap fish it is palierbeast:-)
",0
"it is a great way for kids to learn how to take care of fish t was a really great game
",0
"so fun and addicting!
",0
"can't stop playing!!!
",0
"enjoyable but you have to wait to play it a lot.
",0
"this game is addicting
",0
"love this game
",0
"i love this app this is the best app ever
",0
"greate game
",0
"very good game keeps the kids quite
",0
"awesome game!!
",0
"other than that its a kool game.
",0
"great game
",0
"and fish headquarters don't care and won't help you.
",0
"it is the game i download first
",0
"ok to pass ur tym with
",0
"tap fish is so fun.
",0
"i can get on my phone and something new is there waiting for me every day.
",0
"it works very quick on my phone (samsung galaxy lll).
",0
"i enjoy playing this game daily
",0
"love it named fish after 1d ha ha :) (:
",0
"i luv my fish....
",0
"great game.
",0
"good game great fish
",0
"great app.
",0
"i like that you can play without paying for the in-game currency and they give you plenty of opportunities to earn those.
",0
"daughter and i love it...
",0
"awesme game
",0
"well made, entertaining, and colorful.
",0
"when passing time
",0
"i can't stop playing this game
",0
"this game is ridiculously addictive!
",0
"fix ur game or i give up!
",0
"addictingly time consuming
",0
"game its kinda addicting...
",0
"find myself trying to make hybrid fish and earning new levels
",0
"amazing game eva x:-)
",0
"this game is very entertain :)  ;-)
",0
"good basic game for a digital substitute to a real fish tank.
",0
"it makes me late for work and forget to feed my real pets
",0
"it's relaxing and fun to play.
",0
"great game!
",0
"some of us dont have money to blow on that.
",0
"love all of tue different fish and the way you can pick and choose how the tank looks.
",0
"great game.
",0
"i changed from an i phone to galaxy.
",0
"is there any way of getting my tap fish from the okd phone or do i have to start over?
",0
"is it because of the amount of tanks and fish i have??
",0
"love this game & so does my 5 yr old!!!!
",0
"love this game!!
",0
"love the graphics
",0
"this is a grate game and i will play it every day from now on
",0
"game rocks
",0
"cool game
",0
"i enjoy playing this game even though i have a couple issues with the game.
",0
"the application manager, when you email then they actually help to resolve the minor problems.
",0
"this game is so addictive love it!!
",0
"i love this game.
",0
"addictive fun!
",0
"awsome very awsome!!!!!
",0
"i really luv playing this game
",0
"lovee this game (:
",0
"my son loves this game
",0
"spends hours playing it
",0
"i like many games, but this game is the best l had ever played!
",0
"i mean, l already have 2 tanks!
",0
"i think that this game is totally worth your time?
",0
"hope you enjoy the best game ever,tap fish!
",0
"really fun i love it
",0
"great to pass time.
",0
"i rated this 5 stars because it is amazing keep downloading
",0
"great game
",0
"best game on the sceen so much to keep you ingested
",0
"can't stop playing!!!
",0
"i've been playing tapfish for ages now and love it!!
",0
"love this game its awesome
",0
"so fun i luv it it is just like having a tank in my house
",0
"this is really a good game love it
",0
"love this game!
",0
"otherwise, pretty awesome game
",0
"get it it is not a waste of time.!!!!!
",0
"a fun diversion.
",0
"awesome great game
",0
"love this game!!!
",0
"amazing i'm having so much fun :)
",0
"great game, makes time go by really fast
",0
"i love this game!
",0
"it's fun, and challenging when you're trying to level and complete quests.
",0
"very addicting!
",0
"the only thing i frown on is the most stuff cost fish bucks.
",1
"when ever i try to breed, the fish are there but whenever i tap on them it only gives me one to breed when there are several there.
",1
"i can't visit any of my neighbor tanks....
",1
"i think you shuld make a place where you can change fish mony into fish buks and fish buks into fish mony.
",1
"then after that update it wunt let me play the missions.
",1
"after this last event i can't breed and i lost a lot of fish.
",1
"after this latest update three tanks of fish are missing an i can no longer breed fish.
",1
"when i went to play and i had my breeding tank  ready to put the fish in tank they was gone .
",1
"just wish events were easier to make your goals.
",1
"some of the fish too expensive to buy but overly i adore this game.
",1
"or such things it does make things go by a little bit faster breeding does take a little too long i think right now i'm waiting 2 days that's a bit long and i'm not spending money sorry i have a baby that needs my money first.
",1
"wish fish bucks were easier to get.
",1
"i had one issue where i had to delete my second tank but other than that its been awesome
",1
"its not excellent because its hard to get money and still have fish.
",1
"epic game ever but give ways to get more fish bucks easier :)
",1
"also, make prices lower
",1
"love it wish the tanks were a little cheaper and wish they would have more ways to earn fish bucks instead of having to pay once they do that it will be a 5 star app
",1
"it takes forever to level up on this game.
",1
"i play on my ipod and would really like to be able to transfer my game to my android.
",1
"but why is it so slow and small on my motorola atrix..
",1
"i purchased 2 20 fish bucks packages in the last couple weeks and neither showed up.
",1
"was fun, but, the new bubble is ridiculous, and when i went to.buy one fish, i couldn't make it stop until i had no more bucks.
",1
"i just wish it didn't freeze so much and there was an easier way to get coins
",1
"beginner game started up & will not restore.
",1
"i have did the earn free bucks and have not received any thing
",1
"per tapfish ""somehow my tapfish went corrupt & start the game over"".
",1
"apart from it popping up telling me to leave 5*s all the time its a good game, wish there was more things to do without paying real money though..
",1
"it could be little better if there is a way to cash in coins for bucks  or at least easy way to get free bucks ...
",1
"okay here's another idea space theme astronaut fish and it makes aliens a spaceship decoration and planets and space backgrounds and space decorations and meteor shower that moves and a moon that turns or the earth mini solar system for a reward and rockets and moon rovers and flying saucers.
",1
"there should be more events once one is over.
",1
"good game but it can be slow at progressing
",1
"i lost everything that i spent over a year doing.
",1
"its a brilliant game until it starts freezing and forcing close but the kids do love it.
",1
"i luv this game but it takes days to hatch most eggs and u have to spend money to complete tasks, but it is a free game, ppl have 2 make money!
",1
"it would be nice if we could purchase more than one item at a time, rather than going back and forth for same item.
",1
"it never fetches data from server cant able to play it till now...:(
",1
"i really like the game but am disapointed that most of the objects you need or want to buy must be bought with fish bucks other than that grea game
",1
"wish there were more fish bucks rewards though.
",1
"good game overall but eats memory so far
",1
"good game but crashes alot
",1
"breeding takes to long and more breeding tanks cost too much but this is a great game i'm 35 and all my kids love it from 5 ye old to 7, 11,and 15 ye old ty for a fun addictive game!
",1
"can't play for more than a few minutes before it force closes.
",1
"per tapfish ""somehow my tapfish went corrupt & start the game over"".
",1
"always hangs and consumes a lot of memory..
",1
"add tadpoles!! :)
",1
"i have more then ten of all 4 frog breads why cant i claim the 7th collection item?
",1
"i have 2 limited breedable fish and when i try to breed them it is saying i don't have any limited breedable fish somebody please fix this so that i can breed my fish?
",1
"but for the last week every time i turn on the app, it freezes my touch screen up.
",1
"and all of the other fish cost fish bucks while its already so hard to get coins!
",1
"need 2 be able 2 get more things  easier like fish bucks...
",1
"uninstalled kept force closing on me and i lost everything..
",1
"i've played this on 2 phones now and i wish my old fish had followed from apple to android...
",1
"rebuilding my collection of fish is gonna be expensive,  wish it was possible to buy buck fish for higher coin prices or earn bucks easier.
",1
"bubble tips get on my nerves ...
",1
"pop up to many times.
",1
"aware but no help - the bubble-pop event ended two months ago & i have 24 half-evolved fish-bubbles flashing-red & i can't pop, sell, kill or delete them.
",1
"this game suckes don't install its a rip off this company just wants your money
",1
"can there be a way to trade coins for bucks please!
",1
"fish bucks are to hard to get and to buy the good breedable fish you have to use alot of your hard earned fish bucks
",1
"i was on level 12, then had to reset my phone to get a new phone, switched out my sd card, memory card, and battery (yes i saved data before removal) placed everything in my new phone, and it started from the beginning.
",1
"having the same problem as everyone else, can't even access game now.
",1
"it's a bit slow sometimes on my metropcs optimus m, but could be my phone's fault.
",1
"works great on my tablet, my only issues with this game is the difficulty to earn coins and fish bucks.
",1
"we should be able to skip those even if we had to spend some coinage to do so.
",1
"i have gotten a data parsing error for the second time.
",1
"runs a little slow sometimes.
",1
"actually five times to be exact when the submarine was filled to the max n several other times when i only had a few items.
",1
"dont last long bucuz everything is so high to buy with fish bucks!!
",1
"breeding time should be shortened too.
",1
"fun but shuts down frequently
",1
"would be five stars but the fish inch across the screen and it lags when i try to bring up a menu or anything but when i have a menu brought up the fish swim smoothly instead of inching but if the lag was fixed it would be 5stars!!!
",1
"just started getting error messages.
",1
"the game constantly freezes and force closes.
",1
"and it would be nice if i could chat with a friend who is using an i phone.
",1
"lower prices please
",1
"but when i had to change phones i lost everything and couldn't remember my account cause i had it for so long.
",1
"well only one problem and its to hard to earn fish bucks ples fix it i love the game so i will give 5 stars
",1
"i love tha game but it started me all over twice & gave me fish bucks like that part but starting all over again i don't like
",1
"lots of fun to play but does crash sometimes on my droid 2
",1
"would like to be able to earn  more fish bucks!
",1
"you get 1300 fish bucks for $100.
",1
"love the game, just wish you got more bucks to buy the more exotic fish as you are very ltd with coins
",1
"wish it was cheaper and faster the backgrounds are too expensive!
",1
"would giv mre stars bt is always shutn phne dwn bc of phne temp gts 2 hot!
",1
"this is a great game but certain functions like cleaning the tank don't work well on a phone...
",1
"with a few adjustments like making it easier to get cash and coins as well as the cleaning problem this would be an amazing game
",1
"the only downside is that more than half the fish are only available thru in-game purchase of fishbucks.
",1
"the fish cost to much and they made up half the fishes names
",1
"i love the breeding events the best though, don't really like the submarine ones :/
",1
"its upsetting thoughwhen u get a new phone, there is no way to transfer the game.
",1
"also hard to earn fish bucks.
",1
"why does it stop working for no reason, on my motorola droid razr maxx, and now it wont connect me into the game, fix please, i love my fish game!!
",1
"still on daily bonus all i get is coins needs 2 b more fish bucks added and/or fish coins aren't doin me any good right now.
",1
"get ffree fish with purchase of tank bucks is quite unfair to those of us who cant afford to spend $$ when new fish are avail for breeding.
",1
"it would be a welcomed improvement to have the occasional reward of a fish buck or two.
",1
"maybe its my phone bt the fish bucks needs more fixing.
",1
"then into the last 2 days my pearls were stolen or it would say i had two clams and then only let me buy 1.
",1
"this is a five star game as long as the parsing error is really fixed.
",1
"needs 2 have easier ways 2 get fishbucks.
",1
"keeps force closing
",1
"bucks that it should be easier to win them in the events play.
",1
"but needs to have a way to earn more fish bucks instead of buying them...
",1
"too limited options on pairing fish bought with fish bucks and coins.
",1
